profile_id,url,status,candidate_name,party,age,education,birthdate,error
366,https://www.altinget.dk/kandidattest/FT26/profil/366,ok,Hans Biering Fonsbøl,Alternativet,81 år,Kandidat-/masteruddannelse,,
367,https://www.altinget.dk/kandidattest/FT26/profil/367,ok,Carsten Sohl,Alternativet,66 år,Erhvervsuddannelse,1959-07-15T00:00:00,
368,https://www.altinget.dk/kandidattest/FT26/profil/368,ok,Mikael Hertig,Alternativet,76 år,Kandidat-/masteruddannelse,,
369,https://www.altinget.dk/kandidattest/FT26/profil/369,ok,Bo Nielsen,Alternativet,66 år,Bachelor-/diplomuddannelse,,
370,https://www.altinget.dk/kandidattest/FT26/profil/370,ok,Edvard Korsbæk,Alternativet,70 år,Kandidat-/masteruddannelse,1955-05-25T00:00:00,
371,https://www.altinget.dk/kandidattest/FT26/profil/371,ok,Astrid Fogh,Alternativet,60 år,Bachelor-/diplomuddannelse,1965-11-27T00:00:00,
372,https://www.altinget.dk/kandidattest/FT26/profil/372,ok,Ane Line Søndergaard,Alternativet,53 år,Gymnasial uddannelse,,
373,https://www.altinget.dk/kandidattest/FT26/profil/373,ok,Linda Frølund,Alternativet,51 år,Bachelor-/diplomuddannelse,1975-02-23T00:00:00,
374,https://www.altinget.dk/kandidattest/FT26/profil/374,missing_candidate,,,,,,Could not locate candidate name on page
375,https://www.altinget.dk/kandidattest/FT26/profil/375,ok,Jacob Holm,Alternativet,42 år,Seminaruddannelse,,
376,https://www.altinget.dk/kandidattest/FT26/profil/376,ok,Maria Dalum,Alternativet,53 år,Kandidat-/masteruddannelse,1973-01-01T00:00:00,
377,https://www.altinget.dk/kandidattest/FT26/profil/377,ok,Ole Dupont Kofod,Alternativet,54 år,Kandidat-/masteruddannelse,1971-09-02T00:00:00,
378,https://www.altinget.dk/kandidattest/FT26/profil/378,ok,Martin Kjærulff,Alternativet,47 år,Gymnasial uddannelse,,
379,https://www.altinget.dk/kandidattest/FT26/profil/379,ok,Bodil Helbo,Alternativet,77 år,Seminaruddannelse,1948-11-19T00:00:00,
380,https://www.altinget.dk/kandidattest/FT26/profil/380,ok,Sascha Faxe,Alternativet,54 år,Kandidat-/masteruddannelse,,
381,https://www.altinget.dk/kandidattest/FT26/profil/381,ok,Mette Friis,Alternativet,58 år,Bachelor-/diplomuddannelse,,
382,https://www.altinget.dk/kandidattest/FT26/profil/382,ok,Yurdal Cicek,Alternativet,47 år,Seminaruddannelse,1978-07-30T00:00:00,
383,https://www.altinget.dk/kandidattest/FT26/profil/383,ok,Liselotte Katarina Rotfeld,Alternativet,58 år,Erhvervsuddannelse,,
384,https://www.altinget.dk/kandidattest/FT26/profil/384,ok,Allan Hansen Lindemark,Alternativet,48 år,Kandidat-/masteruddannelse,,
385,https://www.altinget.dk/kandidattest/FT26/profil/385,missing_candidate,,,,,,Could not locate candidate name on page
386,https://www.altinget.dk/kandidattest/FT26/profil/386,ok,Jacob Antvorskov,Alternativet,50 år,Bachelor-/diplomuddannelse,1976-01-01T00:00:00,
387,https://www.altinget.dk/kandidattest/FT26/profil/387,missing_candidate,,,,,,Could not locate candidate name on page
388,https://www.altinget.dk/kandidattest/FT26/profil/388,missing_candidate,,,,,,Could not locate candidate name on page
389,https://www.altinget.dk/kandidattest/FT26/profil/389,missing_candidate,,,,,,Could not locate candidate name on page
390,https://www.altinget.dk/kandidattest/FT26/profil/390,ok,Tim Wodskou,Alternativet,48 år,Kandidat-/masteruddannelse,,
391,https://www.altinget.dk/kandidattest/FT26/profil/391,ok,Peter Samir,Alternativet,53 år,Kandidat-/masteruddannelse,1973-03-29T00:00:00,
392,https://www.altinget.dk/kandidattest/FT26/profil/392,ok,Nana Løcke Buttenschøn,Alternativet,,Erhvervsuddannelse,,
393,https://www.altinget.dk/kandidattest/FT26/profil/393,ok,Jesper Callesen,Alternativet,66 år,Kandidat-/masteruddannelse,,
394,https://www.altinget.dk/kandidattest/FT26/profil/394,ok,Thomas Anker,Alternativet,50 år,Kandidat-/masteruddannelse,1975-04-11T00:00:00,
395,https://www.altinget.dk/kandidattest/FT26/profil/395,ok,Franciska Rosenkilde,Alternativet,,Ikke oplyst,,
396,https://www.altinget.dk/kandidattest/FT26/profil/396,ok,Roger Courage Matthisen,Alternativet,50 år,Bachelor-/diplomuddannelse,,
397,https://www.altinget.dk/kandidattest/FT26/profil/397,ok,Jiesper Tristan Pedersen,Alternativet,52 år,Ph.d.-uddannelse,1974-02-07T00:00:00,
398,https://www.altinget.dk/kandidattest/FT26/profil/398,ok,Jan Kristoffersen,Alternativet,,Ikke oplyst,,
399,https://www.altinget.dk/kandidattest/FT26/profil/399,ok,Mikkel Bahl,Alternativet,47 år,Bachelor-/diplomuddannelse,1979-02-23T00:00:00,
400,https://www.altinget.dk/kandidattest/FT26/profil/400,ok,Mette Bram,Alternativet,61 år,Kandidat-/masteruddannelse,1964-09-26T00:00:00,
401,https://www.altinget.dk/kandidattest/FT26/profil/401,missing_candidate,,,,,,Could not locate candidate name on page
402,https://www.altinget.dk/kandidattest/FT26/profil/402,missing_candidate,,,,,,Could not locate candidate name on page
403,https://www.altinget.dk/kandidattest/FT26/profil/403,ok,Peter Martin Jakobsen,Alternativet,42 år,Bachelor-/diplomuddannelse,,
404,https://www.altinget.dk/kandidattest/FT26/profil/404,ok,Anders Sørensen,Alternativet,36 år,Ph.d.-uddannelse,,
405,https://www.altinget.dk/kandidattest/FT26/profil/405,missing_candidate,,,,,,Could not locate candidate name on page
406,https://www.altinget.dk/kandidattest/FT26/profil/406,ok,Catharina Næsby Malkki,Alternativet,37 år,Ikke oplyst,,
407,https://www.altinget.dk/kandidattest/FT26/profil/407,ok,Nikolai Eskild Jensen,Alternativet,34 år,Kandidat-/masteruddannelse,,
408,https://www.altinget.dk/kandidattest/FT26/profil/408,ok,Vibeke Frost,Alternativet,35 år,Kandidat-/masteruddannelse,1990-08-10T00:00:00,
409,https://www.altinget.dk/kandidattest/FT26/profil/409,ok,Helene Brydensholt,Alternativet,38 år,Kandidat-/masteruddannelse,1987-08-08T00:00:00,
410,https://www.altinget.dk/kandidattest/FT26/profil/410,ok,Qasam Nazir Ahmad,Alternativet,46 år,Kandidat-/masteruddannelse,,
411,https://www.altinget.dk/kandidattest/FT26/profil/411,ok,Tine Loft Thomsen,Alternativet,50 år,Bachelor-/diplomuddannelse,,
412,https://www.altinget.dk/kandidattest/FT26/profil/412,ok,Simon Rigét,Alternativet,,Ikke oplyst,,
413,https://www.altinget.dk/kandidattest/FT26/profil/413,ok,Nanna Høyrup,Alternativet,46 år,Bachelor-/diplomuddannelse,1979-04-26T00:00:00,
414,https://www.altinget.dk/kandidattest/FT26/profil/414,ok,Morten Hvidberg Greve,Alternativet,57 år,Kandidat-/masteruddannelse,,
415,https://www.altinget.dk/kandidattest/FT26/profil/415,ok,Mariane Lunden,Alternativet,,Ikke oplyst,,
416,https://www.altinget.dk/kandidattest/FT26/profil/416,ok,Rasmus Harning,Alternativet,21 år,Bachelor-/diplomuddannelse,,
417,https://www.altinget.dk/kandidattest/FT26/profil/417,ok,Birthe Tindbæk Bredo,"Venstre, Danmarks Liberale Parti",,Ikke oplyst,,
418,https://www.altinget.dk/kandidattest/FT26/profil/418,ok,Niklas Stenbye,"Venstre, Danmarks Liberale Parti",22 år,Bachelor-/diplomuddannelse,,
419,https://www.altinget.dk/kandidattest/FT26/profil/419,ok,Peter Juel-Jensen,"Venstre, Danmarks Liberale Parti",59 år,Seminaruddannelse,,
420,https://www.altinget.dk/kandidattest/FT26/profil/420,ok,Amanda Heitmann,"Venstre, Danmarks Liberale Parti",28 år,Kandidat-/masteruddannelse,,
421,https://www.altinget.dk/kandidattest/FT26/profil/421,ok,Anja Lund,"Venstre, Danmarks Liberale Parti",49 år,Erhvervsuddannelse,,
422,https://www.altinget.dk/kandidattest/FT26/profil/422,ok,Marlene Ambo-Rasmussen,"Venstre, Danmarks Liberale Parti",40 år,Bachelor-/diplomuddannelse,,
423,https://www.altinget.dk/kandidattest/FT26/profil/423,ok,Nikolaj Leed Henriksen,"Venstre, Danmarks Liberale Parti",29 år,Kandidat-/masteruddannelse,,
424,https://www.altinget.dk/kandidattest/FT26/profil/424,ok,Sofie Mosgaard,"Venstre, Danmarks Liberale Parti",24 år,Bachelor-/diplomuddannelse,,
425,https://www.altinget.dk/kandidattest/FT26/profil/425,ok,Torben Povlsen,"Venstre, Danmarks Liberale Parti",59 år,Erhvervsuddannelse,,
426,https://www.altinget.dk/kandidattest/FT26/profil/426,ok,Anders Fausbøll,"Venstre, Danmarks Liberale Parti",49 år,Ph.d.-uddannelse,,
427,https://www.altinget.dk/kandidattest/FT26/profil/427,ok,Claus Buch,"Venstre, Danmarks Liberale Parti",53 år,Ikke oplyst,1972-08-24T00:00:00,
428,https://www.altinget.dk/kandidattest/FT26/profil/428,ok,Jan E. Jørgensen,"Venstre, Danmarks Liberale Parti",61 år,Kandidat-/masteruddannelse,1965-02-19T00:00:00,
429,https://www.altinget.dk/kandidattest/FT26/profil/429,ok,Linea Søgaard-Lidell,"Venstre, Danmarks Liberale Parti",39 år,Kandidat-/masteruddannelse,1987-03-30T00:00:00,
430,https://www.altinget.dk/kandidattest/FT26/profil/430,ok,Malene Sandfeld,"Venstre, Danmarks Liberale Parti",60 år,Bachelor-/diplomuddannelse,1966-03-22T00:00:00,
431,https://www.altinget.dk/kandidattest/FT26/profil/431,ok,Natascha Remvig,"Venstre, Danmarks Liberale Parti",31 år,Kandidat-/masteruddannelse,,
432,https://www.altinget.dk/kandidattest/FT26/profil/432,ok,Zeynep Bardakci,"Venstre, Danmarks Liberale Parti",,Kandidat-/masteruddannelse,,
433,https://www.altinget.dk/kandidattest/FT26/profil/433,ok,Anders Bo Larsen,"Venstre, Danmarks Liberale Parti",42 år,Bachelor-/diplomuddannelse,,
434,https://www.altinget.dk/kandidattest/FT26/profil/434,ok,Astrid Søborg,"Venstre, Danmarks Liberale Parti",49 år,Kandidat-/masteruddannelse,1976-05-23T00:00:00,
435,https://www.altinget.dk/kandidattest/FT26/profil/435,ok,Christopher Blomsterberg-Thaysen,"Venstre, Danmarks Liberale Parti",31 år,Kandidat-/masteruddannelse,1994-06-15T00:00:00,
436,https://www.altinget.dk/kandidattest/FT26/profil/436,ok,Kim Valentin,"Venstre, Danmarks Liberale Parti",63 år,Kandidat-/masteruddannelse,1963-03-19T00:00:00,
437,https://www.altinget.dk/kandidattest/FT26/profil/437,ok,Maria Ladegaard,"Venstre, Danmarks Liberale Parti",,Bachelor-/diplomuddannelse,,
438,https://www.altinget.dk/kandidattest/FT26/profil/438,ok,Marie Brixtofte,"Venstre, Danmarks Liberale Parti",47 år,Kandidat-/masteruddannelse,,
439,https://www.altinget.dk/kandidattest/FT26/profil/439,ok,Ricki Vejsmose,"Venstre, Danmarks Liberale Parti",50 år,Gymnasial uddannelse,,
440,https://www.altinget.dk/kandidattest/FT26/profil/440,ok,Anita Vivi Lilholt,"Venstre, Danmarks Liberale Parti",46 år,Bachelor-/diplomuddannelse,1979-12-13T00:00:00,
441,https://www.altinget.dk/kandidattest/FT26/profil/441,ok,Anne Honoré Østergaard,"Venstre, Danmarks Liberale Parti",45 år,Kandidat-/masteruddannelse,,
442,https://www.altinget.dk/kandidattest/FT26/profil/442,ok,Hans Jørgen Adamsen,"Venstre, Danmarks Liberale Parti",,Ikke oplyst,,
443,https://www.altinget.dk/kandidattest/FT26/profil/443,ok,Marie Bjerre,"Venstre, Danmarks Liberale Parti",,Kandidat-/masteruddannelse,,
444,https://www.altinget.dk/kandidattest/FT26/profil/444,ok,Mikkel Bisgaard,"Venstre, Danmarks Liberale Parti",43 år,Bachelor-/diplomuddannelse,,
445,https://www.altinget.dk/kandidattest/FT26/profil/445,ok,Niels H. Bünemann,"Venstre, Danmarks Liberale Parti",67 år,Kandidat-/masteruddannelse,1958-12-15T00:00:00,
446,https://www.altinget.dk/kandidattest/FT26/profil/446,ok,Phillip Sperling,"Venstre, Danmarks Liberale Parti",29 år,Ph.d.-uddannelse,,
447,https://www.altinget.dk/kandidattest/FT26/profil/447,ok,Preben Bang Henriksen,"Venstre, Danmarks Liberale Parti",72 år,Kandidat-/masteruddannelse,,
448,https://www.altinget.dk/kandidattest/FT26/profil/448,ok,Torsten Schack Pedersen,"Venstre, Danmarks Liberale Parti",49 år,Kandidat-/masteruddannelse,,
449,https://www.altinget.dk/kandidattest/FT26/profil/449,ok,Hans Andersen,"Venstre, Danmarks Liberale Parti",51 år,Kandidat-/masteruddannelse,,
450,https://www.altinget.dk/kandidattest/FT26/profil/450,ok,Katarina Ammitzbøll,"Venstre, Danmarks Liberale Parti",56 år,Kandidat-/masteruddannelse,1969-07-15T00:00:00,
451,https://www.altinget.dk/kandidattest/FT26/profil/451,ok,Marianne Lynghøj,"Venstre, Danmarks Liberale Parti",38 år,Kandidat-/masteruddannelse,,
452,https://www.altinget.dk/kandidattest/FT26/profil/452,ok,Sophie Løhde,"Venstre, Danmarks Liberale Parti",42 år,Bachelor-/diplomuddannelse,,
453,https://www.altinget.dk/kandidattest/FT26/profil/453,ok,Tue Villebro,"Venstre, Danmarks Liberale Parti",52 år,Kandidat-/masteruddannelse,,
454,https://www.altinget.dk/kandidattest/FT26/profil/454,ok,Christian Friis Bach,"Venstre, Danmarks Liberale Parti",59 år,Ph.d.-uddannelse,,
455,https://www.altinget.dk/kandidattest/FT26/profil/455,ok,Claus Bakke,"Venstre, Danmarks Liberale Parti",60 år,Kandidat-/masteruddannelse,,
456,https://www.altinget.dk/kandidattest/FT26/profil/456,ok,Iben Krog,"Venstre, Danmarks Liberale Parti",33 år,Kandidat-/masteruddannelse,,
457,https://www.altinget.dk/kandidattest/FT26/profil/457,ok,Jacob Jensen,"Venstre, Danmarks Liberale Parti",52 år,Kandidat-/masteruddannelse,,
458,https://www.altinget.dk/kandidattest/FT26/profil/458,ok,Josefine Paaske,"Venstre, Danmarks Liberale Parti",23 år,Bachelor-/diplomuddannelse,2002-12-04T00:00:00,
459,https://www.altinget.dk/kandidattest/FT26/profil/459,ok,Louise Elholm,"Venstre, Danmarks Liberale Parti",48 år,Kandidat-/masteruddannelse,,
460,https://www.altinget.dk/kandidattest/FT26/profil/460,ok,Marcus Danielsson,"Venstre, Danmarks Liberale Parti",31 år,Kandidat-/masteruddannelse,,
461,https://www.altinget.dk/kandidattest/FT26/profil/461,ok,Michael Schjelde,"Venstre, Danmarks Liberale Parti",,Ikke oplyst,,
462,https://www.altinget.dk/kandidattest/FT26/profil/462,ok,Morten Dahlin,"Venstre, Danmarks Liberale Parti",36 år,Bachelor-/diplomuddannelse,,
463,https://www.altinget.dk/kandidattest/FT26/profil/463,ok,Rasmus Hylleberg,"Venstre, Danmarks Liberale Parti",52 år,Kandidat-/masteruddannelse,,
464,https://www.altinget.dk/kandidattest/FT26/profil/464,ok,Thorbern Alexander Klingert,"Venstre, Danmarks Liberale Parti",33 år,Kandidat-/masteruddannelse,1992-04-24T00:00:00,
465,https://www.altinget.dk/kandidattest/FT26/profil/465,ok,Anni Matthiesen,"Venstre, Danmarks Liberale Parti",62 år,Bachelor-/diplomuddannelse,1964-02-08T00:00:00,
466,https://www.altinget.dk/kandidattest/FT26/profil/466,ok,Christoffer Aagaard Melson,"Venstre, Danmarks Liberale Parti",,Ikke oplyst,,
467,https://www.altinget.dk/kandidattest/FT26/profil/467,ok,Jesper Bierbaum,"Venstre, Danmarks Liberale Parti",47 år,Kandidat-/masteruddannelse,1978-05-19T00:00:00,
468,https://www.altinget.dk/kandidattest/FT26/profil/468,ok,Klaus Sandfeld,"Venstre, Danmarks Liberale Parti",60 år,Ikke oplyst,,
469,https://www.altinget.dk/kandidattest/FT26/profil/469,ok,Lasse Hildingberg,"Venstre, Danmarks Liberale Parti",30 år,Kandidat-/masteruddannelse,,
470,https://www.altinget.dk/kandidattest/FT26/profil/470,ok,Niels Henning Bladt,"Venstre, Danmarks Liberale Parti",38 år,Kandidat-/masteruddannelse,,
471,https://www.altinget.dk/kandidattest/FT26/profil/471,ok,Preben Friis-Hauge,"Venstre, Danmarks Liberale Parti",64 år,Kandidat-/masteruddannelse,1961-12-07T00:00:00,
472,https://www.altinget.dk/kandidattest/FT26/profil/472,ok,Stephanie Lose,"Venstre, Danmarks Liberale Parti",43 år,Kandidat-/masteruddannelse,,
473,https://www.altinget.dk/kandidattest/FT26/profil/473,ok,Thomas Andresen,"Venstre, Danmarks Liberale Parti",61 år,Bachelor-/diplomuddannelse,1964-07-16T00:00:00,
474,https://www.altinget.dk/kandidattest/FT26/profil/474,ok,Tilde Holch Duedahl,"Venstre, Danmarks Liberale Parti",46 år,Erhvervsuddannelse,1980-02-20T00:00:00,
475,https://www.altinget.dk/kandidattest/FT26/profil/475,ok,Tobias Jørgensen,"Venstre, Danmarks Liberale Parti",41 år,Erhvervsuddannelse,,
476,https://www.altinget.dk/kandidattest/FT26/profil/476,ok,Troels Overgaard,"Venstre, Danmarks Liberale Parti",41 år,Erhvervsuddannelse,,
477,https://www.altinget.dk/kandidattest/FT26/profil/477,ok,Erik Flyvholm,"Venstre, Danmarks Liberale Parti",63 år,Kandidat-/masteruddannelse,,
478,https://www.altinget.dk/kandidattest/FT26/profil/478,ok,Frederik Houmann Thuesen,"Venstre, Danmarks Liberale Parti",24 år,Bachelor-/diplomuddannelse,,
479,https://www.altinget.dk/kandidattest/FT26/profil/479,ok,Gert Bækgaard,"Venstre, Danmarks Liberale Parti",64 år,Gymnasial uddannelse,,
480,https://www.altinget.dk/kandidattest/FT26/profil/480,ok,Jarl Matthiesen,"Venstre, Danmarks Liberale Parti",75 år,Kandidat-/masteruddannelse,,
481,https://www.altinget.dk/kandidattest/FT26/profil/481,ok,Morten Høgh,"Venstre, Danmarks Liberale Parti",48 år,Kandidat-/masteruddannelse,,
482,https://www.altinget.dk/kandidattest/FT26/profil/482,ok,Ralf Høgedal,"Venstre, Danmarks Liberale Parti",51 år,Gymnasial uddannelse,,
483,https://www.altinget.dk/kandidattest/FT26/profil/483,ok,Søren Gade,"Venstre, Danmarks Liberale Parti",63 år,Ikke oplyst,,
484,https://www.altinget.dk/kandidattest/FT26/profil/484,ok,Thomas Danielsen,"Venstre, Danmarks Liberale Parti",42 år,Ikke oplyst,,
485,https://www.altinget.dk/kandidattest/FT26/profil/485,ok,Trine Jepsen,"Venstre, Danmarks Liberale Parti",48 år,Bachelor-/diplomuddannelse,1977-09-29T00:00:00,
486,https://www.altinget.dk/kandidattest/FT26/profil/486,ok,Emil M. D. Christensen,"Venstre, Danmarks Liberale Parti",27 år,Kandidat-/masteruddannelse,,
487,https://www.altinget.dk/kandidattest/FT26/profil/487,ok,Erik Veje Rasmussen,"Venstre, Danmarks Liberale Parti",67 år,Kandidat-/masteruddannelse,,
488,https://www.altinget.dk/kandidattest/FT26/profil/488,ok,Gert Bjerregaard,"Venstre, Danmarks Liberale Parti",62 år,Erhvervsuddannelse,,
489,https://www.altinget.dk/kandidattest/FT26/profil/489,ok,Karina Aamann,"Venstre, Danmarks Liberale Parti",56 år,Kandidat-/masteruddannelse,1969-11-25T00:00:00,
490,https://www.altinget.dk/kandidattest/FT26/profil/490,ok,Louise Høeg,"Venstre, Danmarks Liberale Parti",49 år,Bachelor-/diplomuddannelse,1976-12-09T00:00:00,
491,https://www.altinget.dk/kandidattest/FT26/profil/491,ok,Mathilde Hjort Bressum,"Venstre, Danmarks Liberale Parti",27 år,Kandidat-/masteruddannelse,,
492,https://www.altinget.dk/kandidattest/FT26/profil/492,ok,Sebastian Støckler,"Venstre, Danmarks Liberale Parti",25 år,Bachelor-/diplomuddannelse,,
493,https://www.altinget.dk/kandidattest/FT26/profil/493,ok,Troels Lund Poulsen,"Venstre, Danmarks Liberale Parti",50 år,Gymnasial uddannelse,1976-03-30T00:00:00,
494,https://www.altinget.dk/kandidattest/FT26/profil/494,ok,Kirstine van Sabben,Moderaterne,49 år,Erhvervsuddannelse,1976-07-17T00:00:00,
495,https://www.altinget.dk/kandidattest/FT26/profil/495,ok,Lars Aagaard,Moderaterne,58 år,Kandidat-/masteruddannelse,,
496,https://www.altinget.dk/kandidattest/FT26/profil/496,ok,Rosa Eriksen,Moderaterne,36 år,Bachelor-/diplomuddannelse,,
497,https://www.altinget.dk/kandidattest/FT26/profil/497,ok,Jakob Engel-Schmidt,Moderaterne,42 år,Kandidat-/masteruddannelse,,
498,https://www.altinget.dk/kandidattest/FT26/profil/498,ok,Nanna W. Gotfredsen,Moderaterne,57 år,Kandidat-/masteruddannelse,,
499,https://www.altinget.dk/kandidattest/FT26/profil/499,ok,Ali Qais,Moderaterne,48 år,Kandidat-/masteruddannelse,,
500,https://www.altinget.dk/kandidattest/FT26/profil/500,ok,Ellen Emilie,Moderaterne,24 år,Bachelor-/diplomuddannelse,,
501,https://www.altinget.dk/kandidattest/FT26/profil/501,ok,Lisbeth Dam Larsen,Moderaterne,,Kandidat-/masteruddannelse,,
502,https://www.altinget.dk/kandidattest/FT26/profil/502,ok,Mads Sebbelov,Moderaterne,49 år,Bachelor-/diplomuddannelse,1976-05-23T00:00:00,
503,https://www.altinget.dk/kandidattest/FT26/profil/503,ok,Monika Rubin,Moderaterne,38 år,Ph.d.-uddannelse,,
504,https://www.altinget.dk/kandidattest/FT26/profil/504,ok,Karan Khosla,Moderaterne,29 år,Bachelor-/diplomuddannelse,,
505,https://www.altinget.dk/kandidattest/FT26/profil/505,ok,Özkan Kocak,Moderaterne,49 år,Bachelor-/diplomuddannelse,,
506,https://www.altinget.dk/kandidattest/FT26/profil/506,ok,Dorthe Beck-Nyling,Moderaterne,49 år,Bachelor-/diplomuddannelse,,
507,https://www.altinget.dk/kandidattest/FT26/profil/507,ok,Frederik Lau Petersen,Moderaterne,,Bachelor-/diplomuddannelse,,
508,https://www.altinget.dk/kandidattest/FT26/profil/508,ok,Betina Asbæk,Moderaterne,49 år,Bachelor-/diplomuddannelse,1977-01-30T00:00:00,
509,https://www.altinget.dk/kandidattest/FT26/profil/509,ok,Mohammad Rona,Moderaterne,41 år,Bachelor-/diplomuddannelse,,
510,https://www.altinget.dk/kandidattest/FT26/profil/510,ok,Line Randa,Moderaterne,47 år,Ikke oplyst,,
511,https://www.altinget.dk/kandidattest/FT26/profil/511,ok,Nikolaj C. Andersen,Moderaterne,35 år,Erhvervsuddannelse,,
512,https://www.altinget.dk/kandidattest/FT26/profil/512,ok,Morten Arvidsson,Moderaterne,62 år,Seminaruddannelse,,
513,https://www.altinget.dk/kandidattest/FT26/profil/513,ok,Rasmus Lund-Nielsen,Moderaterne,37 år,Kandidat-/masteruddannelse,,
514,https://www.altinget.dk/kandidattest/FT26/profil/514,ok,Charlotte Haagendrup,Moderaterne,59 år,Bachelor-/diplomuddannelse,,
515,https://www.altinget.dk/kandidattest/FT26/profil/515,ok,Andreas Raben,Moderaterne,21 år,Bachelor-/diplomuddannelse,,
516,https://www.altinget.dk/kandidattest/FT26/profil/516,ok,Lars Løkke Rasmussen,Moderaterne,61 år,Kandidat-/masteruddannelse,1964-05-15T00:00:00,
517,https://www.altinget.dk/kandidattest/FT26/profil/517,ok,Charlotte Bagge,Moderaterne,66 år,Ikke oplyst,,
518,https://www.altinget.dk/kandidattest/FT26/profil/518,ok,Kasper Nygaard,Moderaterne,44 år,Erhvervsuddannelse,,
519,https://www.altinget.dk/kandidattest/FT26/profil/519,ok,Frida Qvist Kristensen,Moderaterne,19 år,Gymnasial uddannelse,,
520,https://www.altinget.dk/kandidattest/FT26/profil/520,ok,Jan Carlsen,Moderaterne,60 år,Ikke oplyst,1965-10-21T00:00:00,
521,https://www.altinget.dk/kandidattest/FT26/profil/521,ok,Mogens Haugaard,Moderaterne,67 år,Erhvervsuddannelse,,
522,https://www.altinget.dk/kandidattest/FT26/profil/522,ok,Mia Linda Møller,Moderaterne,57 år,Kandidat-/masteruddannelse,,
523,https://www.altinget.dk/kandidattest/FT26/profil/523,ok,Henrik Frandsen,Moderaterne,65 år,Erhvervsuddannelse,,
524,https://www.altinget.dk/kandidattest/FT26/profil/524,ok,Frida Bruun,Moderaterne,37 år,Bachelor-/diplomuddannelse,1988-12-31T00:00:00,
525,https://www.altinget.dk/kandidattest/FT26/profil/525,ok,Gitte Bjerremand Andersen,Moderaterne,49 år,Bachelor-/diplomuddannelse,,
526,https://www.altinget.dk/kandidattest/FT26/profil/526,ok,Morten Hell,Moderaterne,48 år,Ph.d.-uddannelse,,
527,https://www.altinget.dk/kandidattest/FT26/profil/527,ok,Morten E.G. Brautsch,Moderaterne,41 år,Kandidat-/masteruddannelse,,
528,https://www.altinget.dk/kandidattest/FT26/profil/528,ok,Martin Sanderhoff,Moderaterne,56 år,Bachelor-/diplomuddannelse,1969-10-11T00:00:00,
529,https://www.altinget.dk/kandidattest/FT26/profil/529,ok,Jeppe von Berg,Moderaterne,29 år,Bachelor-/diplomuddannelse,,
530,https://www.altinget.dk/kandidattest/FT26/profil/530,ok,Michael Nielsen,Moderaterne,56 år,Ikke oplyst,,
531,https://www.altinget.dk/kandidattest/FT26/profil/531,ok,Christina Egelund,Moderaterne,48 år,Ikke oplyst,1977-12-09T00:00:00,
532,https://www.altinget.dk/kandidattest/FT26/profil/532,ok,Caroline Stage,Moderaterne,35 år,Kandidat-/masteruddannelse,,
533,https://www.altinget.dk/kandidattest/FT26/profil/533,ok,Peter Have,Moderaterne,62 år,Ikke oplyst,,
534,https://www.altinget.dk/kandidattest/FT26/profil/534,ok,Henrik Rejnholt Andersen,"Venstre, Danmarks Liberale Parti",48 år,Erhvervsuddannelse,1977-10-01T00:00:00,
535,https://www.altinget.dk/kandidattest/FT26/profil/535,ok,Susan Kronborg,Moderaterne,57 år,Kandidat-/masteruddannelse,,
536,https://www.altinget.dk/kandidattest/FT26/profil/536,ok,Søren Vanting,Moderaterne,53 år,Gymnasial uddannelse,1972-07-24T00:00:00,
537,https://www.altinget.dk/kandidattest/FT26/profil/537,ok,Sara Pernille Jespersen,Moderaterne,34 år,Bachelor-/diplomuddannelse,,
538,https://www.altinget.dk/kandidattest/FT26/profil/538,ok,Sten Larsen,Moderaterne,68 år,Kandidat-/masteruddannelse,1958-01-22T00:00:00,
539,https://www.altinget.dk/kandidattest/FT26/profil/539,ok,Lisbeth Bech-Nielsen,SF - Socialistisk Folkeparti,43 år,Kandidat-/masteruddannelse,,
540,https://www.altinget.dk/kandidattest/FT26/profil/540,ok,Carl Valentin,SF - Socialistisk Folkeparti,34 år,Bachelor-/diplomuddannelse,,
541,https://www.altinget.dk/kandidattest/FT26/profil/541,ok,Nanna Bonde,SF - Socialistisk Folkeparti,32 år,Kandidat-/masteruddannelse,,
542,https://www.altinget.dk/kandidattest/FT26/profil/542,ok,Sadek Al-Amood,SF - Socialistisk Folkeparti,26 år,Kandidat-/masteruddannelse,,
543,https://www.altinget.dk/kandidattest/FT26/profil/543,ok,Halime Oguz,SF - Socialistisk Folkeparti,,Kandidat-/masteruddannelse,,
544,https://www.altinget.dk/kandidattest/FT26/profil/544,ok,Kasper Nordborg Kiær,SF - Socialistisk Folkeparti,39 år,Kandidat-/masteruddannelse,,
545,https://www.altinget.dk/kandidattest/FT26/profil/545,ok,Rune Palm,SF - Socialistisk Folkeparti,41 år,Kandidat-/masteruddannelse,,
546,https://www.altinget.dk/kandidattest/FT26/profil/546,missing_candidate,,,,,,Could not locate candidate name on page
547,https://www.altinget.dk/kandidattest/FT26/profil/547,ok,Cecilie Louise Balbay Holdt,SF - Socialistisk Folkeparti,39 år,Kandidat-/masteruddannelse,,
548,https://www.altinget.dk/kandidattest/FT26/profil/548,ok,Mikkel Sammy Christensen,SF - Socialistisk Folkeparti,,Kandidat-/masteruddannelse,,
