candidate_name,party_name,storkreds,query_used,search_engine,query_phase,result_title,result_snippet,profile_url,profile_handle,handle_score,name_score,party_score,context_score,total_score,status
Lissi Bagge,Alternativet,Østjyllands Storkreds,"site:tiktok.com ""@lissibagge""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22%40lissibagge%22&engine=brave&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Lone Glarbo,Danmarksdemokraterne - Inger Støjberg,Østjyllands Storkreds,"site:tiktok.com ""Lone Glarbo""",ddg,2,Lone Lobos Podcast (@lonelobospodcast) | TikTok TikTok TikTok TikTok TikTok TikTok TikTok,Lone Lobos Podcast (@lonelobospodcast) on TikTok | 6.2M Likes. 188.2K Followers. Podcast hosted by child prodigies @xolo_mariduena and @jacob.bertrand Tuesdays.Watch Lone Lobos Podcast's popular video,https://www.tiktok.com/@lonelobospodcast,lonelobospodcast,0,12,0,0,12,manual_review
Lone Hansen,Moderaterne,Sydjyllands Storkreds,"site:tiktok.com ""@lonehansen""",ddg,1,Lone Hansen (@ lonehansen ) TikTok | Watch Lone Hansen's Newest...,lonehansen . Lone Hansen.,https://www.tiktok.com/@lonehansen,lonehansen,55,25,8,0,88,high_confidence
Lone Kjær Hein,Radikale Venstre,Vestjyllands Storkreds,"site:tiktok.com ""@lonekjaerhein""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22%40lonekjaerhein%22&engine=brave&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Lone Langballe,Dansk Folkeparti,Vestjyllands Storkreds,"site:tiktok.com ""@lonelangballe""",ddg,0,,ERROR: Request timed out: ConnectTimeout('timed out'),,,0,0,0,0,0,search_error
Lotte Rod,Radikale Venstre,Sydjyllands Storkreds,"site:tiktok.com ""@lotterod""",ddg,1,radikale | Watch the latest videos about #radikale on TikTok.,Shares. # lotterod #hhx #eux #stx #htx #fravær #folketinget #radikalevenstre #dkpol #pjæk #politikerlede @Radikal Ungdom @RVmemes #radikale #pasditarbejde #børnogunge...,https://www.tiktok.com/tag/radikale,,0,25,8,5,38,manual_review
Louis Jacobsen,Enhedslisten - De Rød-Grønne,Sjællands Storkreds,"site:tiktok.com ""Louis Jacobsen""",ddg,2,Louis Jacobsen (@louisjacobsen) | TikTok,Louis Jacobsen (@louisjacobsen) on TikTok | 294 Followers. Watch the latest video from Louis Jacobsen (@louisjacobsen).,https://www.tiktok.com/@louisjacobsen,louisjacobsen,55,25,0,0,80,high_confidence
Louise Brown,Liberal Alliance,Østjyllands Storkreds,"site:tiktok.com ""@louise.brown""",ddg,3,(@louise..brown) - TikTok,💜 ( @louise..brown ) sur TikTok |5303 j'aime.1121 followers.Salut je suis plus actif mais c’est normal mon nouveau compte :lolosecrett.l.Regarde les vidéos populaires de 💜 : « Je t’aime 🐶 #moneto... »,https://www.tiktok.com/@louise..brown,louise..brown,55,25,8,0,88,high_confidence
Louise Elholm,Venstre,Sjællands Storkreds,"site:tiktok.com ""@louise.elholm""",ddg,4,#эмин_и_татьяна | TikTok,...#fyp #zee #zeepruk #nunew #nunewchawarin #zeenunew #bl #boyslove #znncoded |الذهاب إلى مكة: حج 2025|สาวเชียงราย: วัฒนธรรมเหนือที่น่าสนใจ| louise schak elholm |Message to...,https://www.tiktok.com/tag/эмин_и_татьяна,,0,25,8,0,33,manual_review
Louise Høeg,Venstre,Østjyllands Storkreds,"site:tiktok.com ""@louisehoeg""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22%40louisehoeg%22&engine=google&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Louise Louring,Venstre,Østjyllands Storkreds,"site:tiktok.com ""Louise Louring""",ddg,2,Deltag i gratis løbe- og gåevent i Odder | TikTok,"43 Likes, TikTok video from Louise _ Louring (@ louise _ louring ): “Vær med til at løbe eller gå i Odder på søndag kl.",https://www.tiktok.com/@louise_louring,louise_louring,55,25,8,0,88,high_confidence
Louise Mehnke,Socialdemokratiet,Nordsjællands Storkreds,"site:tiktok.com ""@louisemehnke""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22%40louisemehnke%22&engine=brave&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Louise Stenmann,Socialdemokratiet,Østjyllands Storkreds,"site:tiktok.com ""Louise Stenmann""",ddg,2,Ms. Steinmann (@ms.steinmann) | TikTok,"Ms. Steinmann (@ms.steinmann) on TikTok | 407.8K Likes. 34.4K Followers. Life’s to short to not have any fun.Watch Ms. Steinmann's popular videos: ""This community is th..."", ""The kids are playing..."".",https://www.tiktok.com/@ms.steinmann,ms.steinmann,0,0,8,0,8,manual_review
Louise Svenstrup,Liberal Alliance,Østjyllands Storkreds,"site:tiktok.com ""Louise Svenstrup""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22Louise+Svenstrup%22&engine=google&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
"Ludmila Plenge 2,",Enhedslisten - De Rød-Grønne,Sjællands Storkreds,"site:tiktok.com ""@ludmilaplenge""",ddg,1,ludmiluque1｜Búsqueda de TikTok,ludmilaplenge 1. 1431 visualizaciones. ludmila_ludmila1.,https://www.tiktok.com/discover/ludmiluque1,,0,25,0,0,25,manual_review
Luise Hjortebjerg,Venstre,Københavns Omegns Storkreds,"site:tiktok.com ""Luise Hjortebjerg""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22Luise+Hjortebjerg%22&engine=brave&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Lukas Vestergaard,Liberal Alliance,Nordjyllands Storkreds,"site:tiktok.com ""Lukas Vestergaard""",ddg,1,Avicii and Fisher Tech House Mix Collaboration | TikTok,"309 Likes, TikTok video from Lukas Vestergaard (@lukasvestergaard): “Discover the energetic blend of Avicii's 'Hey Brother' and Fisher's 'Loosing It' in this electrifying DJ mix! #avicii #fisher...",https://www.tiktok.com/@lukasvestergaard,lukasvestergaard,55,25,8,0,88,high_confidence
Mads Brenøe,Liberal Alliance,Sjællands Storkreds,"site:tiktok.com ""Mads Brenøe""",ddg,2,Mads (@madsobrine.wp) | TikTok,"Mads (@madsobrine.wp) on TikTok | 139.6K Likes. 2283 Followers. Link to wattpad ⬇️.Watch Mads 's popular videos: "" [ FANFIC ] she’s not..."", "" [ FANFIC ] Them thro..."". Join 2283 followers on TikTok f",https://www.tiktok.com/@madsobrine.wp,madsobrine.wp,0,12,8,0,20,manual_review
Mads Damgaard Mortensen,Alternativet,Østjyllands Storkreds,"site:tiktok.com ""@madsmortensen""",ddg,4,63.6M posts. Discover videos related to Madelyn Mortensen on TikTok.,madsmortensen 21. Mads Mortense. nhạc nền - cún con- Muzik. TikTok video from Mads Mortense (@ madsmortensen 21): “”. original sound - triippyjermm.,https://www.tiktok.com/discover/madelyn-mortensen,,0,16,0,0,16,manual_review
Mads Fuglede,Danmarksdemokraterne - Inger Støjberg,Vestjyllands Storkreds,"site:tiktok.com ""@madsfuglede""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22%40madsfuglede%22&engine=google&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Mads Olsen,SF - Socialistisk Folkeparti,Sjællands Storkreds,"site:tiktok.com ""Mads Olsen""",ddg,2,Mads Olsen (@madsolsensf) | TikTok,"Mads Olsen (@madsolsensf) på TikTok |62.1K likes.1522 følgere.23 år, Folketingsmedlem SF .Se populære videoer fra Mads Olsen : ""Nok en 6-7 gange bro..."", ""Fun fact: Du får 450..."".",https://www.tiktok.com/@madsolsensf,madsolsensf,49,25,15,5,94,high_confidence
Mads Ramstedt,Det Konservative Folkeparti,Sjællands Storkreds,"site:tiktok.com ""Mads Ramstedt""",ddg,2,Episode 1 Sebastian Ramstedt - TikTok,Episode 1 Sebastian Ramstedt song created by Negative Earth Records Podcast. Watch the latest videos about Episode 1 Sebastian Ramstedt on TikTok .,https://www.tiktok.com/music/Episode-1-Sebastian-Ramstedt-7085311861725349890,,0,12,8,0,20,manual_review
Mads Sebbelov,Moderaterne,Københavns Storkreds,"site:tiktok.com ""Mads Sebbelov""",ddg,1,Hold håbet op – Mads Sebbelovs kamp for organdonation | TikTok,"Kærlig hilsen Mads Sebbelov - tag stilling til organdonation www.madssebbelov.dk. Folketingskandidat for Moderaterne, Københavns Storkreds.",https://www.tiktok.com/@madssebbelov1,madssebbelov1,35,25,15,5,80,high_confidence
Mads Strange,Liberal Alliance,Københavns Storkreds,"site:tiktok.com ""Mads Strange""",ddg,1,Mads Strange (@madsstrange_) | TikTok,"Mads Strange (@madsstrange_) på TikTok |231.1K likes.7836 følgere.Folketingskandidat for Liberal Alliance i Københavns storkreds.Se populære videoer fra Mads Strange : """", ""Vil vi have...",https://www.tiktok.com/@madsstrange_,madsstrange_,55,25,15,5,100,high_confidence
Mads-Magnus Damm,Dansk Folkeparti,Sydjyllands Storkreds,"site:tiktok.com ""Mads-Magnus Damm""",ddg,2,Mads-Magnus Damm (@madsmagnusdamm) | TikTok,"Mads-Magnus Damm (@ madsmagnusdamm ) på TikTok |23.6K likes.1162 følgere.Folketingskandidat i Sydjylland for Dansk Folkeparti.Se populære videoer fra Mads-Magnus Damm : ""#foru #dkpol #sønder..."", ""#sk",https://www.tiktok.com/@madsmagnusdamm,madsmagnusdamm,55,25,15,5,100,high_confidence
Magnus Barsøe,Socialdemokratiet,Københavns Omegns Storkreds,"site:tiktok.com ""Magnus Barsøe""",ddg,1,Chateau Netflix | TikTok,#dancewithpubgm #bts #اكسبلور|Hvorfor du skal stemme til EU-valget … ifølge Magnus Barsøe #EPvalg #EUvalg #socialdemokratiet #europeanparliament #europaparlamentet...,https://www.tiktok.com/discover/chateau-netflix,,0,25,15,0,40,manual_review
Magnus Bigum,Danmarksdemokraterne - Inger Støjberg,Østjyllands Storkreds,"site:tiktok.com ""Magnus Bigum""",ddg,2,Stranger Things Season 5 Trailer: What to Expect | TikTok,Explore more: magnus bigum .,https://www.tiktok.com/@strangerthings2224,strangerthings2224,0,25,0,0,25,manual_review
Magnus Flensborg,SF - Socialistisk Folkeparti,Sydjyllands Storkreds,"site:tiktok.com ""Magnus Flensborg""",ddg,2,Pho lâu thôi #saodieu #kite #thadieu #dieusaovietnam #dieu... | TikTok,...赤ちゃん立つ ゴスロリ|missy rothstein wedding dress| magnus flensborg |.,https://www.tiktok.com/@saodieutv,saodieutv,0,25,0,0,25,manual_review
Magnus Georg Jensen,Radikale Venstre,Københavns Storkreds,"site:tiktok.com ""@magnusgeorgjensen""",ddg,1,Socialdemokratiets fremtid i dansk politik | TikTok,"446 Likes, TikTok video from Magnusgeorgjensen (@ magnusgeorgjensen ): “Udforsk udfordringerne for Socialdemokratiet og deres indflydelse i dansk politik.",https://www.tiktok.com/@magnusgeorgjensen,magnusgeorgjensen,55,25,0,0,80,high_confidence
Magnus Heunicke,Socialdemokratiet,Sjællands Storkreds,"site:tiktok.com ""@magnusheunicke""",ddg,1,Magnus Heunicke (@ magnusheunicke ) TikTok | Watch Magnus...,magnusheunicke . Magnus Heunicke.,https://www.tiktok.com/@magnusheunicke,magnusheunicke,55,25,8,0,88,high_confidence
Magnus Von Dreiager,Det Konservative Folkeparti,Københavns Omegns Storkreds,"site:tiktok.com ""Magnus Von Dreiager""",ddg,2,Magnus Von Dreiager (@magnusvondreiager) | TikTok,Magnus Von Dreiager (@ magnusvondreiager ) på TikTok |1134 likes.212 følgere.Folketingskandidat i Københavns Omegn og 2.viceborgmester i Lyngby-Taarbæk (C)💚.Se den seneste video fra Magnus Von Dreiage,https://www.tiktok.com/@magnusvondreiager,magnusvondreiager,55,25,8,5,93,high_confidence
Mai Mercado,Det Konservative Folkeparti,Fyns Storkreds,"site:tiktok.com ""Mai Mercado""",ddg,1,Satudarah Klubhus i Odense: Uønskede Gæster | TikTok,TikTok video from Mai Mercado (@maimercado_dk): “Opdag hvordan Satudarah er blevet uønsket i Odense efter en intens diskussion.,https://www.tiktok.com/@maimercado_dk,maimercado_dk,35,25,8,0,68,possible_match
Maibritt Nielsen,Danmarksdemokraterne - Inger Støjberg,Nordsjællands Storkreds,"site:tiktok.com ""Maibritt Nielsen""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22Maibritt+Nielsen%22&engine=google&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Majbrit Nørgaard,Venstre,Vestjyllands Storkreds,"site:tiktok.com ""@majbritnorgaard""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22%40majbritnorgaard%22&engine=google&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Malene Sandfeld,Venstre,Københavns Storkreds,"site:tiktok.com ""@malenesandfeld""",ddg,2,MaleneSandfeld (@ malenesandfeld ) | TikTok,"MaleneSandfeld (@ malenesandfeld ) в TikTok (тикток) |647 лайк.184 подписч.Elsker unge mennesker og elsker det I elsker Musik, fest, uddannelse, Berghain.Смотрите новое...",https://www.tiktok.com/@malenesandfeld,malenesandfeld,55,25,0,0,80,high_confidence
Malte Jäger,Liberal Alliance,Fyns Storkreds,"site:tiktok.com ""Malte Jäger""",ddg,1,Tillid til Politikere: En Diskussion om Valg og Handlinger | TikTok,Se linket i kommentarfeltet for et tilbageblik på sidste valgaften. Rigtig god aften derude. Mvh. Malte Jäger . Rigtig god dag. Med venlig hilsen Malte Jäger Spidskandidat for Liberal Alliance.,https://www.tiktok.com/@maltejagerfyn,maltejagerfyn,18,25,15,5,63,possible_match
Malte Larsen,Socialdemokratiet,Østjyllands Storkreds,"site:tiktok.com ""Malte Larsen""",ddg,2,Vis din støtte til garderen: En hyldest | TikTok,"TikTok video from Malte Larsen (@ malte . larsen 0): “Støt garderen, der gjorde det rigtige. Se hvordan du kan vise din opbakning. #støtte #garderen”.",https://www.tiktok.com/@malte.larsen0,malte.larsen0,35,25,8,0,68,possible_match
Marcus Bech Pedersen,Alternativet,Østjyllands Storkreds,"site:tiktok.com ""Marcus Bech Pedersen""",ddg,2,Markers887 (@marcus_pedersen1) | TikTok,Markers887 (@marcus_pedersen1) on TikTok | 62.6K Likes. 302 Followers. Watch the latest video from Markers887 (@marcus_pedersen1).,https://www.tiktok.com/@marcus_pedersen1,marcus_pedersen1,34,16,0,0,50,possible_match
Marcus Danielsson,Venstre,Sjællands Storkreds,"site:tiktok.com ""@marcusdanielsson""",ddg,1,marcus danielsson (@ marcusdanielsson 17) | TikTok,marcus danielsson (@ marcusdanielsson 17) on TikTok | 34 Followers. Watch the latest video from marcus danielsson (@ marcusdanielsson 17).,https://www.tiktok.com/@marcusdanielsson17,marcusdanielsson17,35,25,8,0,68,possible_match
Marcus Juul Grønbæk,Danmarksdemokraterne - Inger Støjberg,Vestjyllands Storkreds,"site:tiktok.com ""@marcusjuulgronbaek""",ddg,0,,ERROR: Request timed out: ConnectTimeout('timed out'),,,0,0,0,0,0,search_error
Marcus Knuth,Det Konservative Folkeparti,Sjællands Storkreds,"site:tiktok.com ""Marcus Knuth""",ddg,2,How I Laugh for Mustard | TikTok,"Kendrick fans humor, Crodie meaning explained, clean up my pants joke, culture feeling Kendrick, Marcus Knuth insights, little Kendrick fan joke, Kiloismiles meme...",https://www.tiktok.com/discover/how-i-laugh-for-mustard,,0,25,8,0,33,manual_review
Marcus Vesterager,Socialdemokratiet,Københavns Storkreds,"site:tiktok.com ""@marcus.vesterager""",ddg,4,Пости: 6.7M. Дивися відео на тему «Даша Кузьменко» у TikTok.,maps.app.goo.gl/BLvFGCMhFu1cgMBZA Caminho do Ouro: Marcus Vinicius B. Souza - https://maps.app.goo.gl/CKEpJbpZRcGCYBxE7 Poço das Mulatas: Carlos Silva - https...,https://www.tiktok.com/discover/даша-кузьменко,,0,12,8,0,20,manual_review
Maria Dalum,Alternativet,Fyns Storkreds,"site:tiktok.com ""Maria Dalum""",ddg,0,,ERROR: Request timed out: ConnectTimeout('timed out'),,,0,0,0,0,0,search_error
Maria Durhuus,Socialdemokratiet,Københavns Omegns Storkreds,"site:tiktok.com ""Maria Durhuus""",ddg,1,Jeg skal være borgmester i Aarhus! | TikTok,mariadurhuus1. Maria Durhuus .original sound - Maria Durhuus . 3827. Likes.,https://www.tiktok.com/@anderswinnerskjold,anderswinnerskjold,0,25,8,0,33,manual_review
Maria Enemark,Borgernes Parti - Lars Boje Mathiesen,Vestjyllands Storkreds,"site:tiktok.com ""@mariaenemark""",ddg,2,maezena i marek｜Поиск в TikTok,mariaenemark . 180 просм. marzenaimarekyt.,https://www.tiktok.com/discover/maezena-i-marek?lang=ru-RU,,0,25,8,0,33,manual_review
Maria Georgi Sloth,Radikale Venstre,Københavns Storkreds,"site:tiktok.com ""@mariageorgisloth""",ddg,1,mariageorgisloth,"150 Likes, TikTok video from Maria Georgi Sloth ( @mariageorgisloth ): “#Sammenføj med @Mads Strange Lad os give statsborgerskab pba kriterier der er lige for alle, ikke diskriminerende mavefornemmels",https://www.tiktok.com/@mariageorgisloth,mariageorgisloth,55,25,8,0,88,high_confidence
Maria Gudme,Socialdemokratiet,Fyns Storkreds,"site:tiktok.com ""Maria Gudme""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22Maria+Gudme%22&engine=google&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Maria Ladegaard,Venstre,Københavns Omegns Storkreds,"site:tiktok.com ""Maria Ladegaard""",ddg,0,,ERROR: Request timed out: ConnectTimeout('timed out'),,,0,0,0,0,0,search_error
Maria Radoor,Socialdemokratiet,Sydjyllands Storkreds,"site:tiktok.com ""@maria.radoor""",ddg,4,Вітаю З Днем Народження Дорога Моя Сестричка | TikTok,"TikTok video from maria 27007 (@ maria 27007): “#привітанняукраїнською Моя дорога сестричко, з Днем народження!",https://www.tiktok.com/discover/вітаю-з-днем-народження-дорога-моя-сестричка,,0,12,8,0,20,manual_review
Maria Sofie Petersen,Enhedslisten - De Rød-Grønne,Københavns Storkreds,"site:tiktok.com ""@mariapetersen""",ddg,4,mariapetersen (@ mariapetersen ) | TikTok,mariapetersen (@ mariapetersen ) no TikTok |Assista ao último vídeo de mariapetersen (@ mariapetersen ).,https://www.tiktok.com/@mariapetersen,mariapetersen,53,16,0,0,69,possible_match
Maria Sørensen,Enhedslisten - De Rød-Grønne,Østjyllands Storkreds,"site:tiktok.com ""@mariasorensen""",ddg,4,Maria (@ mariasorensen 2) | TikTok,Maria (@ mariasorensen 2) on TikTok | 76.6K Likes. 19.7K Followers.,https://www.tiktok.com/@mariasorensen2,mariasorensen2,34,25,0,0,59,possible_match
Maria Temponeras,Enhedslisten - De Rød-Grønne,Østjyllands Storkreds,"site:tiktok.com ""Maria Temponeras""",ddg,2,Enhedslisten Midtjylland (@enhedslisten.midt) | TikTok,"Maria Temponeras , folketingskandidat for Enhedslisten. Vestjyllands storkreds, Silkeborg Syd og Viborg Vest...",https://www.tiktok.com/@enhedslisten.midt,enhedslisten.midt,0,25,15,5,45,possible_match
Mariane Lunden,Alternativet,Nordsjællands Storkreds,"site:tiktok.com ""Mariane Lunden""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22Mariane+Lunden%22&engine=google&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Marianne Bigum,SF - Socialistisk Folkeparti,Nordsjællands Storkreds,"site:tiktok.com ""@mariannebigum""",ddg,2,MarianneBigum (@ mariannebigum ) TikTok | Watch...,"MarianneBigum (@ mariannebigum ) on TikTok | 775 Likes. 71 Followers. Grøn ildsjæl, ingeniør, FT-medlem for SF i Nordsjælland.",https://www.tiktok.com/@mariannebigum,mariannebigum,55,25,15,0,95,high_confidence
Marianne Karlsmose,Det Konservative Folkeparti,Vestjyllands Storkreds,"site:tiktok.com ""@mariannekarlsmose""",ddg,1,Danish Politics: Lars Løkke and Moderates in Focus | TikTok,"Kristendemokraterne rare w. “Pas på vandglasset, undskyld” - Kåre #demokratietsaften #dr #politik # mariannekarlsmose #kristendemokraterne #larsløkke #moderaterne #folketingsvalg...",https://www.tiktok.com/@user2.0abc,user2.0abc,0,25,8,5,38,manual_review
Marianne Lynghøj,Venstre,Nordsjællands Storkreds,"site:tiktok.com ""@mariannelynghoj""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22%40mariannelynghoj%22&engine=google&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Marianne Mortensen,Radikale Venstre,Københavns Storkreds,"site:tiktok.com ""Marianne Mortensen""",ddg,1,Marianne Mortensen - Det Skete I En Midnatsstund | TikTok,Det Skete I En Midnatsstund song created by Marianne Mortensen . Watch the latest videos about Det Skete I En Midnatsstund on TikTok.,https://www.tiktok.com/music/Det-Skete-I-En-Midnatsstund-6812550499653437441,,0,25,8,0,33,manual_review
Marie Bjerre,Venstre,Nordjyllands Storkreds,"site:tiktok.com ""@mariebjerre""",ddg,1,Discover the Magic of Staby with Marie Bjerre | TikTok,@ mariebjerre @astrid #foryou #staby #alleelskerstaby #fyp.,https://www.tiktok.com/@cecilie050108,cecilie050108,0,25,8,0,33,manual_review
Marie Brixtofte,Venstre,Københavns Omegns Storkreds,"site:tiktok.com ""@mariebrixtofte""",ddg,2,Sofie Hørby | TikTok,"@ mariebrixtofte , Psykolog, forfatter, foredragsholder og lokalpolitiker. Rikke Østergaard, Foredragsholder, Stifter af @dittodittodk – tidligere Karrierekvinder Podcast, forfatter til...",https://www.tiktok.com/discover/sofie-hørby,,0,25,8,5,38,manual_review
Marie Wandel,Radikale Venstre,Nordjyllands Storkreds,"site:tiktok.com ""Marie Wandel""",ddg,2,Découvre des vidéos en rapport avec lisa marie wendy sur TikTok.,Vidéos de Lisa-Marie Wenk (@disney.lisa102) avec That was the last time - Princess Diana | TikTok.Lisa- Marie Wandel . 25 abonnés • 0 vidéos.,https://www.tiktok.com/discover/lisa-marie-wendy,,0,25,8,0,33,manual_review
Mark Hellerup,Liberal Alliance,Nordjyllands Storkreds,"site:tiktok.com ""@markhellerup""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22%40markhellerup%22&engine=brave&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Marlene Ambo-Rasmussen,Venstre,Fyns Storkreds,"site:tiktok.com ""@marlenerasmussen""",ddg,3,Marlene Rasmussen25 (@ marlenerasmussen ) | TikTok,Marlene Rasmussen25 (@ marlenerasmussen ) on TikTok | Watch the latest video from Marlene Rasmussen25 (@ marlenerasmussen ).,https://www.tiktok.com/@marlenerasmussen,marlenerasmussen,53,16,8,0,77,high_confidence
Marlene Harpsøe,Danmarksdemokraterne - Inger Støjberg,Nordsjællands Storkreds,"site:tiktok.com ""Marlene Harpsøe""",ddg,2,Ghetto Helsingør | TikTok,"– Det riskerar man om vi inte tar situationen på allvar. Vi kommer att behöva ta itu med gettolagstiftningen – annars blir man tvungen att riva bostäder, säger Marlene Harpsøe .",https://www.tiktok.com/discover/ghetto-helsingør,,0,25,0,0,25,manual_review
Martin Graff Jørgensen,SF - Socialistisk Folkeparti,Sjællands Storkreds,"site:tiktok.com ""@martingraffjorgensen""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22%40martingraffjorgensen%22&engine=google&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Martin Kjærulff,Alternativet,Fyns Storkreds,"site:tiktok.com ""Martin Kjærulff""",ddg,1,MARTIN LDLD - the end - Lasse Kjaerulff Music - Remix | TikTok,the end - Lasse Kjaerulff Music - Remix song created by MARTIN LDLD. Watch the latest videos about the end - Lasse Kjaerulff Music - Remix on TikTok .,https://www.tiktok.com/music/the-end-Lasse-Kjaerulff-Music-Remix-7005844899979347969,,0,25,0,0,25,manual_review
Martin Laursen,Enhedslisten - De Rød-Grønne,Østjyllands Storkreds,"site:tiktok.com ""@martinlaursen""",ddg,3,Benny Nielsen (@ martinlaursen ) | TikTok,Benny Nielsen (@ martinlaursen ) on TikTok | I love my self.Watch the latest video from Benny Nielsen (@ martinlaursen ).,https://www.tiktok.com/@martinlaursen,martinlaursen,55,25,0,0,80,high_confidence
Martin Lidegaard,Radikale Venstre,Nordsjællands Storkreds,"site:tiktok.com ""@martinlidegaard""",ddg,1,martin ling ard | Watch the latest videos about #martinlingard on TikTok.,Shares. # martinlidegaard #brainrot created by Hovedkontoret with Hovedkontoret’s original sound.,https://www.tiktok.com/tag/martinlingard,,0,25,8,0,33,manual_review
Martin Lissner,Liberal Alliance,Fyns Storkreds,"site:tiktok.com ""Martin Lissner""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22Martin+Lissner%22&engine=google&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Martin Mickey Pedersen,Liberal Alliance,Sjællands Storkreds,"site:tiktok.com ""@martinpedersen""",ddg,4,Martin Pedersen (@ martinpedersen ) TikTok | Watch Martin...,martinpedersen . Martin Pedersen.,https://www.tiktok.com/@martinpedersen,martinpedersen,53,16,0,0,69,possible_match
Martin Nordstjerne,Borgernes Parti - Lars Boje Mathiesen,Nordsjællands Storkreds,"site:tiktok.com ""Martin Nordstjerne""",ddg,1,TikTok,TikTok,https://www.tiktok.com/api/img/?itemId=7546457380335160583&location=0&aid=1988,,0,0,8,0,8,manual_review
Martin Rahn Johansen,Danmarksdemokraterne - Inger Støjberg,Sjællands Storkreds,"site:tiktok.com ""Martin Rahn Johansen""",ddg,2,"Ejendomsretten: Din jord, dit ansvar – Stem på Martin Rahn Johansen","Ejendomsretten er en grundsten i vores frihed, og jeg vil være landmændenes og lodsejers stemme. Er du enig? Så stem på Martin Rahn Johansen , nummer 3 på liste Æ, d. 18. november.",https://www.tiktok.com/@martinrahnjohansendd,martinrahnjohansendd,35,25,0,0,60,possible_match
