candidate_name,party_name,storkreds,age,age_num,education,birthdate,tiktok_exists,tiktok_handle_from_url,videos_total_pre_election,videos_total_2026_pre_election,videos_last_90d,videos_last_30d,videos_last_14d,videos_last_7d,log1p_videos_total_pre_election,log1p_videos_total_2026_pre_election,log1p_videos_last_90d,log1p_videos_last_30d,log1p_videos_last_14d,log1p_videos_last_7d,candidate_votes_2026_total,party_votes_2026_total,vote_share_of_party_2026_total,candidate_votes_2022_total,party_votes_2022_total,vote_share_of_party_2022_total
Liselotte Katarina Rotfeld,Alternativet,sjælland,58 år,58.0,Erhvervsuddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122,91770,0.0013294104827285605,55.0,117567.0,0.0004678183503874386
Liselotte Lynge,Danmarksdemokraterne - Inger Støjberg,nordjylland,,46.0,Unknown,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800,205302,0.0038966985221770855,,,
Lissi Bagge,Alternativet,østjylland,,46.0,Ikke oplyst,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,91770,0.0002506265664160401,,,
Lone Glarbo,Danmarksdemokraterne - Inger Støjberg,østjylland,,46.0,Unknown,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1015,205302,0.004943936250012177,,,
Lone Hansen,Moderaterne,sydjylland,57 år,57.0,Bachelor-/diplomuddannelse,1968-10-28T00:00:00,1.0,lone.hansen0,105.0,32.0,38.0,28.0,15.0,5.0,4.663439094112067,3.4965075614664802,3.6635616461296463,3.367295829986474,2.772588722239781,1.791759469228055,341,274775,0.0012410153762169047,,,
Lone Kjær Hein,Radikale Venstre,vestjylland,59 år,59.0,Kandidat-/masteruddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,578,207442,0.0027863209957482093,,,
Lone Langballe,Dansk Folkeparti,vestjylland,55 år,55.0,Bachelor-/diplomuddannelse,1970-09-30T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1562,324518,0.004813292328930907,479.0,93428.0,0.005126942672432248
Lotte Rod,Radikale Venstre,sydjylland,40 år,40.0,Kandidat-/masteruddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2946,207442,0.014201559954107655,2714.0,133931.0,0.020264165876458774
Louis Jacobsen,Enhedslisten - De Rød-Grønne,sjælland,40 år,40.0,Erhvervsuddannelse,1985-04-13T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365,226037,0.001614779881169897,,,
Louise Brown,Liberal Alliance,østjylland,45 år,45.0,Bachelor-/diplomuddannelse,1980-10-15T00:00:00,1.0,brownlouise,3.0,3.0,3.0,0.0,0.0,0.0,1.3862943611198906,1.3862943611198906,1.3862943611198906,0.0,0.0,0.0,992,334421,0.0029663208949198766,1085.0,278656.0,0.0038936897106109326
Louise Elholm,"Venstre, Danmarks Liberale Parti",sjælland,,46.0,Unknown,,,,,,,,,,,,,,,,2576,361689,0.007122140844758895,,,
Louise Høeg,"Venstre, Danmarks Liberale Parti",østjylland,,46.0,Unknown,,,,,,,,,,,,,,,,1925,361689,0.005322251989969283,,,
Louise Louring,"Venstre, Danmarks Liberale Parti",østjylland,,46.0,Unknown,,,,,,,,,,,,,,,,3355,361689,0.009275924896803607,2007.0,470546.0,0.004265257806888168
Louise Mehnke,Socialdemokratiet,nordsjælland,49 år,49.0,Ikke oplyst,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2555,779252,0.0032787852966691135,2762.0,971995.0,0.002841578403181086
Louise Stenmann,Socialdemokratiet,østjylland,,46.0,Ikke oplyst,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,364,779252,0.0004671146176076545,,,
Louise Svenstrup,Liberal Alliance,østjylland,40 år,40.0,Kandidat-/masteruddannelse,1985-11-04T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206,334421,0.0006159900245498937,,,
Ludmila Plenge,Enhedslisten - De Rød-Grønne,sjælland,,46.0,Unknown,,,,,,,,,,,,,,,,1038,226037,0.00459216853877905,,,
Luise Hjortebjerg,"Venstre, Danmarks Liberale Parti",københavns omegn,,46.0,Unknown,,,,,,,,,,,,,,,,247,361689,0.0006829071384532016,,,
Lukas Vestergaard,Liberal Alliance,nordjylland,19 år,19.0,Gymnasial uddannelse,2007-03-22T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236,334421,0.000705697309678519,,,
Mads Brenøe,Liberal Alliance,sjælland,37 år,37.0,Kandidat-/masteruddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,437,334421,0.0013067361200403084,,,
Mads Damgaard Mortensen,Alternativet,østjylland,31 år,31.0,Grundskole,1994-04-17T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,91770,0.0004794595183611202,16.0,117567.0,0.00013609261102180033
Mads Fuglede,Danmarksdemokraterne - Inger Støjberg,vestjylland,,46.0,Unknown,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5806,205302,0.028280289524700197,,,
Mads Olsen,SF - Socialistisk Folkeparti,sjælland,24 år,24.0,Gymnasial uddannelse,,1.0,madsolsensf,30.0,29.0,30.0,18.0,11.0,5.0,3.4339872044851463,3.4011973816621555,3.4339872044851463,2.9444389791664403,2.4849066497880004,1.791759469228055,1315,413306,0.0031816620131331266,943.0,293186.0,0.0032163882313616613
Mads Ramstedt,Det Konservative Folkeparti,sjælland,18 år,18.0,Grundskole,2007-06-27T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220,270749,0.0008125607112122298,,,
Mads Sebbelov,Moderaterne,københavn,49 år,49.0,Bachelor-/diplomuddannelse,1976-05-23T00:00:00,1.0,madssebbelov1,20.0,15.0,18.0,13.0,11.0,6.0,3.044522437723423,2.772588722239781,2.9444389791664403,2.6390573296152584,2.4849066497880004,1.9459101490553132,790,274775,0.002875079610590483,,,
Mads Strange,Liberal Alliance,københavn,26 år,26.0,Kandidat-/masteruddannelse,,1.0,madsstrange_,31.0,30.0,30.0,29.0,15.0,8.0,3.4657359027997265,3.4339872044851463,3.4339872044851463,3.4011973816621555,2.772588722239781,2.1972245773362196,4488,334421,0.013420209855242345,,,
Mads-Magnus Damm,Dansk Folkeparti,sydjylland,19 år,19.0,Gymnasial uddannelse,,1.0,madsmagnusdamm,58.0,36.0,36.0,19.0,5.0,2.0,4.07753744390572,3.6109179126442243,3.6109179126442243,2.995732273553991,1.791759469228055,1.0986122886681098,428,324518,0.0013188790760450884,,,
Magnus Barsøe,Socialdemokratiet,københavns omegn,45 år,45.0,Kandidat-/masteruddannelse,1981-01-28T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1902,779252,0.0024408022051916455,,,
Magnus Bigum,Danmarksdemokraterne - Inger Støjberg,østjylland,,46.0,Unknown,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,996,205302,0.004851389660110472,,,
Magnus Flensborg,SF - Socialistisk Folkeparti,sydjylland,,46.0,Bachelor-/diplomuddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,592,413306,0.001432352784619628,,,
Magnus Georg Jensen,Radikale Venstre,københavn,30 år,30.0,Kandidat-/masteruddannelse,,1.0,magnusgeorgjensen,53.0,30.0,31.0,19.0,10.0,5.0,3.9889840465642745,3.4339872044851463,3.4657359027997265,2.995732273553991,2.3978952727983707,1.791759469228055,4491,207442,0.02164942489948998,,,
Magnus Heunicke,Socialdemokratiet,sjælland,51 år,51.0,Bachelor-/diplomuddannelse,,1.0,heunicke,12.0,9.0,9.0,5.0,0.0,0.0,2.5649493574615367,2.302585092994046,2.302585092994046,1.791759469228055,0.0,0.0,14316,779252,0.01837146391667907,22102.0,971995.0,0.022738800096708315
Magnus Von Dreiager,Det Konservative Folkeparti,københavns omegn,27 år,27.0,Kandidat-/masteruddannelse,1998-05-31T00:00:00,1.0,magnusvondreiager,8.0,8.0,8.0,8.0,8.0,3.0,2.1972245773362196,2.1972245773362196,2.1972245773362196,2.1972245773362196,2.1972245773362196,1.3862943611198906,1718,270749,0.006345360463011867,454.0,194820.0,0.0023303562262601374
Mai Mercado,Det Konservative Folkeparti,fyn,45 år,45.0,Kandidat-/masteruddannelse,,1.0,maimercado_dk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6146,270749,0.02269999150504711,4426.0,194820.0,0.022718406734421517
Maibritt Nielsen,Danmarksdemokraterne - Inger Støjberg,nordsjælland,,46.0,Unknown,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175,205302,0.0008524028017262374,,,
Majbrit Nørgaard,"Venstre, Danmarks Liberale Parti",vestjylland,,46.0,Unknown,,,,,,,,,,,,,,,,198,361689,0.0005474316332539833,,,
Malene Sandfeld,"Venstre, Danmarks Liberale Parti",københavn,,46.0,Unknown,,,,,,,,,,,,,,,,348,361689,0.0009621525675373041,,,
Malte Jäger,Liberal Alliance,fyn,23 år,23.0,Bachelor-/diplomuddannelse,,1.0,maltejagerfyn,37.0,20.0,20.0,20.0,10.0,6.0,3.6375861597263857,3.044522437723423,3.044522437723423,3.044522437723423,2.3978952727983707,1.9459101490553132,1656,334421,0.0049518421391001165,,,
Malte Larsen,Dansk Folkeparti,sjælland,24 år,24.0,Kandidat-/masteruddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1036,324518,0.0031924269223895132,,,
Malte Larsen,Socialdemokratiet,østjylland,57 år,57.0,Seminaruddannelse,,1.0,malte.larsen0,50.0,45.0,46.0,33.0,17.0,7.0,3.9318256327243257,3.828641396489095,3.8501476017100584,3.5263605246161616,2.8903717578961645,2.0794415416798357,4365,779252,0.005601525565542341,6313.0,971995.0,0.006494889377002968
Marcus Bech Pedersen,Alternativet,østjylland,27 år,27.0,Gymnasial uddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,91770,0.00030511060259344014,,,
Marcus Danielsson,"Venstre, Danmarks Liberale Parti",sjælland,,46.0,Unknown,,,,,,,,,,,,,,,,364,361689,0.0010063894671941916,279.0,470546.0,0.0005929282153073238
Marcus Juul Grønbæk,Danmarksdemokraterne - Inger Støjberg,vestjylland,,46.0,Unknown,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,597,205302,0.00290791127217465,,,
Marcus Knuth,Det Konservative Folkeparti,sjælland,50 år,50.0,Kandidat-/masteruddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4394,270749,0.01622905347757517,,,
Marcus Vesterager,Socialdemokratiet,københavn,34 år,34.0,Kandidat-/masteruddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,509,779252,0.0006531904955008136,,,
Maria Dalum,Alternativet,fyn,53 år,53.0,Kandidat-/masteruddannelse,1973-01-01T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315,91770,0.003432494279176201,,,
Maria Durhuus,Socialdemokratiet,københavns omegn,48 år,48.0,Bachelor-/diplomuddannelse,1977-09-25T00:00:00,1.0,mariadurhuus1,21.0,15.0,15.0,7.0,6.0,4.0,3.091042453358316,2.772588722239781,2.772588722239781,2.0794415416798357,1.9459101490553132,1.6094379124341003,2836,779252,0.0036393875152068906,2616.0,971995.0,0.002691371869196858
Maria Enemark,Borgernes Parti - Lars Boje Mathiesen,vestjylland,,46.0,Ikke oplyst,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321,75928,0.004227689389948372,,,
Maria Georgi Sloth,Radikale Venstre,københavn,26 år,26.0,Bachelor-/diplomuddannelse,,1.0,mariageorgisloth,32.0,32.0,32.0,23.0,11.0,7.0,3.4965075614664802,3.4965075614664802,3.4965075614664802,3.1780538303479458,2.4849066497880004,2.0794415416798357,1630,207442,0.007857618032992354,,,
Maria Gudme,Socialdemokratiet,fyn,37 år,37.0,Bachelor-/diplomuddannelse,1989-03-14T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1160,779252,0.0014886070231452727,,,
Maria Ladegaard,"Venstre, Danmarks Liberale Parti",københavns omegn,,46.0,Unknown,,,,,,,,,,,,,,,,568,361689,0.0015704099378195079,,,
Maria Radoor,Socialdemokratiet,sydjylland,40 år,40.0,Kandidat-/masteruddannelse,1986-04-08T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2763,779252,0.003545707935302059,,,
Maria Sofie Petersen,Enhedslisten - De Rød-Grønne,københavn,31 år,31.0,Bachelor-/diplomuddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478,226037,0.002114698036162221,,,
Maria Sørensen,Enhedslisten - De Rød-Grønne,østjylland,40 år,40.0,Bachelor-/diplomuddannelse,1985-07-27T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,619,226037,0.002738489716285387,,,
Maria Temponeras,Enhedslisten - De Rød-Grønne,østjylland,54 år,54.0,Kandidat-/masteruddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1583,226037,0.007003278224361498,,,
Mariane Lunden,Alternativet,nordsjælland,,46.0,Ikke oplyst,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,91770,0.0005121499400675602,66.0,117567.0,0.0005613820204649263
Marianne Bigum,SF - Socialistisk Folkeparti,nordsjælland,43 år,43.0,Ph.d.-uddannelse,,1.0,mariannebigum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2384,413306,0.005768123375900665,2823.0,293186.0,0.009628699869707285
Marianne Karlsmose,Det Konservative Folkeparti,vestjylland,52 år,52.0,Kandidat-/masteruddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2875,270749,0.010618691112432549,,,
Marianne Lynghøj,"Venstre, Danmarks Liberale Parti",nordsjælland,,46.0,Unknown,,,,,,,,,,,,,,,,1829,361689,0.005056830592027958,2479.0,470546.0,0.005268347834218121
Marianne Mortensen,Radikale Venstre,københavn,48 år,48.0,Kandidat-/masteruddannelse,1978-03-14T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229,207442,0.001103923024267024,,,
Marie Bjerre,"Venstre, Danmarks Liberale Parti",nordjylland,,46.0,Unknown,,,,,,,,,,,,,,,,15319,361689,0.04235406661524127,9744.0,470546.0,0.020707858530303096
Marie Brixtofte,"Venstre, Danmarks Liberale Parti",københavns omegn,,46.0,Unknown,,,,,,,,,,,,,,,,2827,361689,0.00781610720812632,,,
Marie Wandel,Radikale Venstre,nordjylland,52 år,52.0,Ph.d.-uddannelse,1973-07-11T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280,207442,0.0013497748768330426,,,
Mark Hellerup,Liberal Alliance,nordjylland,38 år,38.0,Kandidat-/masteruddannelse,1987-09-09T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172,334421,0.000514321768070785,,,
Marlene Ambo-Rasmussen,"Venstre, Danmarks Liberale Parti",fyn,,46.0,Unknown,,,,,,,,,,,,,,,,4791,361689,0.013246186641009265,3833.0,470546.0,0.00814585609058413
Marlene Harpsøe,Danmarksdemokraterne - Inger Støjberg,nordsjælland,,46.0,Unknown,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,575,205302,0.0028007520628147804,,,
Martin Graff Jørgensen,SF - Socialistisk Folkeparti,sjælland,30 år,30.0,Seminaruddannelse,1996-03-13T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,836,413306,0.002022714405307448,,,
Martin Kjærulff,Alternativet,fyn,47 år,47.0,Gymnasial uddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94,91770,0.0010242998801351204,374.0,117567.0,0.003181164782634583
Martin Laursen,Enhedslisten - De Rød-Grønne,østjylland,49 år,49.0,Kandidat-/masteruddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317,226037,0.001402425266659883,,,
Martin Lidegaard,Radikale Venstre,nordsjælland,59 år,59.0,Kandidat-/masteruddannelse,1966-12-12T00:00:00,1.0,martin.lidegaard,18.0,18.0,18.0,13.0,7.0,4.0,2.9444389791664403,2.9444389791664403,2.9444389791664403,2.6390573296152584,2.0794415416798357,1.6094379124341003,9328,207442,0.044966785896780784,7167.0,133931.0,0.05351262963764924
Martin Lissner,Liberal Alliance,fyn,,46.0,Ikke oplyst,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101,334421,0.00030201452659970517,,,
Martin Mickey Pedersen,Liberal Alliance,sjælland,38 år,38.0,Grundskole,1987-08-06T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97,334421,0.0002900535552492218,,,
Martin Nordstjerne,Borgernes Parti - Lars Boje Mathiesen,nordsjælland,59 år,59.0,Bachelor-/diplomuddannelse,1966-12-25T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298,75928,0.003924770835528395,,,
Martin Rahn Johansen,Danmarksdemokraterne - Inger Støjberg,sjælland,,46.0,Unknown,,1.0,martinrahnjohansendd,37.0,15.0,15.0,8.0,5.0,2.0,3.6375861597263857,2.772588722239781,2.772588722239781,2.1972245773362196,1.791759469228055,1.0986122886681098,582,205302,0.0028348481748838297,,,
Martin Sanderhoff,Moderaterne,vestjylland,56 år,56.0,Bachelor-/diplomuddannelse,1969-10-11T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650,274775,0.002365571831498499,,,
Martin Sibast,Danmarksdemokraterne - Inger Støjberg,københavn,,46.0,Unknown,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107,205302,0.0005211834273411852,,,
Mathias D. Christiansen,Enhedslisten - De Rød-Grønne,sydjylland,46 år,46.0,Bachelor-/diplomuddannelse,1980-02-18T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140,226037,0.000619367625654207,,,
Mathias Fuglsang,Borgernes Parti - Lars Boje Mathiesen,københavns omegn,30 år,30.0,Gymnasial uddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207,75928,0.0027262669897797913,,,
Mathias Sikora,Radikale Venstre,østjylland,26 år,26.0,Kandidat-/masteruddannelse,,1.0,mathiassikora,28.0,27.0,27.0,17.0,11.0,6.0,3.367295829986474,3.332204510175204,3.332204510175204,2.8903717578961645,2.4849066497880004,1.9459101490553132,1030,207442,0.004965243296921549,,,
Mathias Thybo,Socialdemokratiet,østjylland,,46.0,Kandidat-/masteruddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325,779252,0.00041706662286397725,,,
Mathilde Hjort Bressum,"Venstre, Danmarks Liberale Parti",østjylland,,46.0,Unknown,,,,,,,,,,,,,,,,2317,361689,0.006406056031563028,,,
Mathilde Vinther,Enhedslisten - De Rød-Grønne,københavn,32 år,32.0,Seminaruddannelse,1994-02-18T00:00:00,1.0,mathildee.vintherr,12.0,12.0,12.0,12.0,7.0,2.0,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.0794415416798357,1.0986122886681098,1294,226037,0.005724726482832457,,,
Matilde Powers,Socialdemokratiet,nordsjælland,44 år,44.0,Kandidat-/masteruddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4030,779252,0.005171626123513318,4221.0,971995.0,0.0043426149311467654
Matilde Skov-Hansen,Alternativet,fyn,22 år,22.0,Bachelor-/diplomuddannelse,2004-01-21T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212,91770,0.002310123133921761,,,
Mattias Tesfaye,Socialdemokratiet,københavns omegn,45 år,45.0,Erhvervsuddannelse,1981-03-31T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11898,779252,0.015268488242571081,13948.0,971995.0,0.014349868054876825
Melina Andersen,SF - Socialistisk Folkeparti,nordjylland,31 år,31.0,Kandidat-/masteruddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2330,413306,0.005637469574600901,1931.0,293186.0,0.006586262645556063
Mercedes Czank,Dansk Folkeparti,østjylland,,46.0,Ikke oplyst,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156,324518,0.00048071293425942476,,,
Merete Dea Larsen,Dansk Folkeparti,københavn,47 år,47.0,Ikke oplyst,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1083,324518,0.0033372571013010064,,,
Merete Riisager,Liberal Alliance,københavn,50 år,50.0,Kandidat-/masteruddannelse,1976-03-01T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1656,334421,0.0049518421391001165,,,
Mette Abildgaard,Det Konservative Folkeparti,nordsjælland,37 år,37.0,Kandidat-/masteruddannelse,1988-10-12T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10807,270749,0.03991519820941167,6376.0,194820.0,0.03272764603223488
Mette Bloch Hansen,Enhedslisten - De Rød-Grønne,københavn,49 år,49.0,Kandidat-/masteruddannelse,1977-04-10T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173,226037,0.0007653614231298416,279.0,181452.0,0.0015375967197936644
Mette Bram,Alternativet,københavn,61 år,61.0,Kandidat-/masteruddannelse,1964-09-26T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217,91770,0.002364607170099161,544.0,117567.0,0.0046271487747412115
Mette Frederiksen,Socialdemokratiet,nordjylland,,46.0,Ikke oplyst,,1.0,mette_insider_official,33.0,33.0,33.0,33.0,24.0,13.0,3.5263605246161616,3.5263605246161616,3.5263605246161616,3.5263605246161616,3.2188758248682006,2.6390573296152584,41721,779252,0.05353980483848614,60837.0,971995.0,0.06258982813697601
Mette Friis,Alternativet,sjælland,58 år,58.0,Bachelor-/diplomuddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199,91770,0.002168464639860521,,,
Mette Hvid Brockmann,Radikale Venstre,sjælland,56 år,56.0,Kandidat-/masteruddannelse,1969-12-26T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600,207442,0.0028923747360708055,,,
Mette Reissmann,Socialdemokratiet,københavn,62 år,62.0,Kandidat-/masteruddannelse,,1.0,mette.reissmann,15.0,15.0,15.0,15.0,8.0,3.0,2.772588722239781,2.772588722239781,2.772588722239781,2.772588722239781,2.1972245773362196,1.3862943611198906,1841,779252,0.002362522008284868,3347.0,971995.0,0.0034434333509946037
Mette Skaarup,Enhedslisten - De Rød-Grønne,fyn,34 år,34.0,Kandidat-/masteruddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428,226037,0.00189349531271429,,,
Mette Thiesen,Dansk Folkeparti,nordsjælland,44 år,44.0,Seminaruddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4555,324518,0.014036201381741536,,,
Mia Linda Møller,Moderaterne,sjælland,57 år,57.0,Kandidat-/masteruddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322,274775,0.001171867891911564,,,
Mia Tang,Det Konservative Folkeparti,københavn,54 år,54.0,Kandidat-/masteruddannelse,,1.0,miatang.dk,13.0,13.0,13.0,13.0,10.0,7.0,2.6390573296152584,2.6390573296152584,2.6390573296152584,2.6390573296152584,2.3978952727983707,2.0794415416798357,1676,270749,0.006190235236325896,,,
Michael Bang Pedersen,Borgernes Parti - Lars Boje Mathiesen,østjylland,52 år,52.0,Erhvervsuddannelse,1974-01-13T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,75928,0.0003951111579391002,,,
Michael Faust Horsbøl,Det Konservative Folkeparti,østjylland,34 år,34.0,Erhvervsuddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266,270749,0.0009824597690111505,,,
Michael Graakjær,SF - Socialistisk Folkeparti,sjælland,65 år,65.0,Erhvervsuddannelse,1960-10-18T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128,413306,0.0003096978993772169,85.0,293186.0,0.000289918345350733
Michael Grove,Det Konservative Folkeparti,vestjylland,37 år,37.0,Kandidat-/masteruddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411,270749,0.0015180111468555747,,,
Michael Hendriksen,Danmarksdemokraterne - Inger Støjberg,bornholm,,46.0,Unknown,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206,205302,0.0010033998694605995,,,
Michael Jensen,Dansk Folkeparti,københavns omegn,54 år,54.0,Erhvervsuddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,475,324518,0.0014637092549565818,123.0,93428.0,0.001316521813589074
