"municipality","municipality_code","variable","year","value"
"Hedensted Kommune","766","Befolkningstæthed (indb/km2)","2026",
"Hedensted Kommune","766","Fuldtidsledige pr. 100 17-64/66-årige","2026",
"Hedensted Kommune","766","Indbyggertal 1. januar","2026",
"Hedensted Kommune","766","Socioøkonomisk indeks","2026","0.82"
"Hedensted Kommune","766","Statsgar. udskrivningsgrundlag pr. indb. (fra 2007)","2026",
"Morsø Kommune","773","Andel 18+-årige","2026",
"Morsø Kommune","773","Andel 18-66-årige","2026",
"Morsø Kommune","773","Andel 25-64-årige","2026",
"Morsø Kommune","773","Andel 25-64-årige med videregående uddannelse","2026",
"Morsø Kommune","773","Andel 25-64-årige uden erhvervsuddannelse","2026",
"Morsø Kommune","773","Andel almennyttige boliger","2026",
"Morsø Kommune","773","Andel ejerboliger","2026",
"Morsø Kommune","773","Andel indpendlere","2026",
"Morsø Kommune","773","Andel udpendlere","2026",
"Morsø Kommune","773","Befolkningsandel i bymæssig bebyggelse","2026",
"Morsø Kommune","773","Befolkningstæthed (indb/km2)","2026",
"Morsø Kommune","773","Fuldtidsledige pr. 100 17-64/66-årige","2026",
"Morsø Kommune","773","Indbyggertal 1. januar","2026",
"Morsø Kommune","773","Socioøkonomisk indeks","2026","1.14"
"Morsø Kommune","773","Statsgar. udskrivningsgrundlag pr. indb. (fra 2007)","2026",
"Skive Kommune","779","Andel 18+-årige","2026",
"Skive Kommune","779","Andel 18-66-årige","2026",
"Skive Kommune","779","Andel 25-64-årige","2026",
"Skive Kommune","779","Andel 25-64-årige med videregående uddannelse","2026",
"Skive Kommune","779","Andel 25-64-årige uden erhvervsuddannelse","2026",
"Skive Kommune","779","Andel almennyttige boliger","2026",
"Skive Kommune","779","Andel ejerboliger","2026",
"Skive Kommune","779","Andel indpendlere","2026",
"Skive Kommune","779","Andel udpendlere","2026",
"Skive Kommune","779","Befolkningsandel i bymæssig bebyggelse","2026",
"Skive Kommune","779","Befolkningstæthed (indb/km2)","2026",
"Skive Kommune","779","Fuldtidsledige pr. 100 17-64/66-årige","2026",
"Skive Kommune","779","Indbyggertal 1. januar","2026",
"Skive Kommune","779","Socioøkonomisk indeks","2026","1.06"
"Skive Kommune","779","Statsgar. udskrivningsgrundlag pr. indb. (fra 2007)","2026",
"Thisted Kommune","787","Andel 18+-årige","2026",
"Thisted Kommune","787","Andel 18-66-årige","2026",
"Thisted Kommune","787","Andel 25-64-årige","2026",
"Thisted Kommune","787","Andel 25-64-årige med videregående uddannelse","2026",
"Thisted Kommune","787","Andel 25-64-årige uden erhvervsuddannelse","2026",
"Thisted Kommune","787","Andel almennyttige boliger","2026",
"Thisted Kommune","787","Andel ejerboliger","2026",
"Thisted Kommune","787","Andel indpendlere","2026",
"Thisted Kommune","787","Andel udpendlere","2026",
"Thisted Kommune","787","Befolkningsandel i bymæssig bebyggelse","2026",
"Thisted Kommune","787","Befolkningstæthed (indb/km2)","2026",
"Thisted Kommune","787","Fuldtidsledige pr. 100 17-64/66-årige","2026",
"Thisted Kommune","787","Indbyggertal 1. januar","2026",
"Thisted Kommune","787","Socioøkonomisk indeks","2026","1.04"
"Thisted Kommune","787","Statsgar. udskrivningsgrundlag pr. indb. (fra 2007)","2026",
"Viborg Kommune","791","Andel 18+-årige","2026",
"Viborg Kommune","791","Andel 18-66-årige","2026",
"Viborg Kommune","791","Andel 25-64-årige","2026",
"Viborg Kommune","791","Andel 25-64-årige med videregående uddannelse","2026",
"Viborg Kommune","791","Andel 25-64-årige uden erhvervsuddannelse","2026",
"Viborg Kommune","791","Andel almennyttige boliger","2026",
"Viborg Kommune","791","Andel ejerboliger","2026",
"Viborg Kommune","791","Andel indpendlere","2026",
"Viborg Kommune","791","Andel udpendlere","2026",
"Viborg Kommune","791","Befolkningsandel i bymæssig bebyggelse","2026",
"Viborg Kommune","791","Befolkningstæthed (indb/km2)","2026",
"Viborg Kommune","791","Fuldtidsledige pr. 100 17-64/66-årige","2026",
"Viborg Kommune","791","Indbyggertal 1. januar","2026",
"Viborg Kommune","791","Socioøkonomisk indeks","2026","0.96"
"Viborg Kommune","791","Statsgar. udskrivningsgrundlag pr. indb. (fra 2007)","2026",
"Brønderslev Kommune","810","Andel 18+-årige","2026",
"Brønderslev Kommune","810","Andel 18-66-årige","2026",
"Brønderslev Kommune","810","Andel 25-64-årige","2026",
"Brønderslev Kommune","810","Andel 25-64-årige med videregående uddannelse","2026",
"Brønderslev Kommune","810","Andel 25-64-årige uden erhvervsuddannelse","2026",
"Brønderslev Kommune","810","Andel almennyttige boliger","2026",
"Brønderslev Kommune","810","Andel ejerboliger","2026",
"Brønderslev Kommune","810","Andel indpendlere","2026",
"Brønderslev Kommune","810","Andel udpendlere","2026",
"Brønderslev Kommune","810","Befolkningsandel i bymæssig bebyggelse","2026",
"Brønderslev Kommune","810","Befolkningstæthed (indb/km2)","2026",
"Brønderslev Kommune","810","Fuldtidsledige pr. 100 17-64/66-årige","2026",
"Brønderslev Kommune","810","Indbyggertal 1. januar","2026",
"Brønderslev Kommune","810","Socioøkonomisk indeks","2026","1.01"
"Brønderslev Kommune","810","Statsgar. udskrivningsgrundlag pr. indb. (fra 2007)","2026",
"Frederikshavn Kommune","813","Andel 18+-årige","2026",
"Frederikshavn Kommune","813","Andel 18-66-årige","2026",
"Frederikshavn Kommune","813","Andel 25-64-årige","2026",
"Frederikshavn Kommune","813","Andel 25-64-årige med videregående uddannelse","2026",
"Frederikshavn Kommune","813","Andel 25-64-årige uden erhvervsuddannelse","2026",
"Frederikshavn Kommune","813","Andel almennyttige boliger","2026",
"Frederikshavn Kommune","813","Andel ejerboliger","2026",
"Frederikshavn Kommune","813","Andel indpendlere","2026",
"Frederikshavn Kommune","813","Andel udpendlere","2026",
"Frederikshavn Kommune","813","Befolkningsandel i bymæssig bebyggelse","2026",
"Frederikshavn Kommune","813","Befolkningstæthed (indb/km2)","2026",
"Frederikshavn Kommune","813","Fuldtidsledige pr. 100 17-64/66-årige","2026",
"Frederikshavn Kommune","813","Indbyggertal 1. januar","2026",
"Frederikshavn Kommune","813","Socioøkonomisk indeks","2026","1.12"
"Frederikshavn Kommune","813","Statsgar. udskrivningsgrundlag pr. indb. (fra 2007)","2026",
"Vesthimmerlands Kommune","820","Andel 18+-årige","2026",
"Vesthimmerlands Kommune","820","Andel 18-66-årige","2026",
"Vesthimmerlands Kommune","820","Andel 25-64-årige","2026",
"Vesthimmerlands Kommune","820","Andel 25-64-årige med videregående uddannelse","2026",
"Vesthimmerlands Kommune","820","Andel 25-64-årige uden erhvervsuddannelse","2026",
"Vesthimmerlands Kommune","820","Andel almennyttige boliger","2026",
"Vesthimmerlands Kommune","820","Andel ejerboliger","2026",
"Vesthimmerlands Kommune","820","Andel indpendlere","2026",
"Vesthimmerlands Kommune","820","Andel udpendlere","2026",
"Vesthimmerlands Kommune","820","Befolkningsandel i bymæssig bebyggelse","2026",
"Vesthimmerlands Kommune","820","Befolkningstæthed (indb/km2)","2026",
"Vesthimmerlands Kommune","820","Fuldtidsledige pr. 100 17-64/66-årige","2026",
"Vesthimmerlands Kommune","820","Indbyggertal 1. januar","2026",
"Vesthimmerlands Kommune","820","Socioøkonomisk indeks","2026","1.12"
"Vesthimmerlands Kommune","820","Statsgar. udskrivningsgrundlag pr. indb. (fra 2007)","2026",
"Læsø Kommune","825","Andel 18+-årige","2026",
"Læsø Kommune","825","Andel 18-66-årige","2026",
"Læsø Kommune","825","Andel 25-64-årige","2026",
"Læsø Kommune","825","Andel 25-64-årige med videregående uddannelse","2026",
"Læsø Kommune","825","Andel 25-64-årige uden erhvervsuddannelse","2026",
"Læsø Kommune","825","Andel almennyttige boliger","2026",
"Læsø Kommune","825","Andel ejerboliger","2026",
"Læsø Kommune","825","Andel indpendlere","2026",
"Læsø Kommune","825","Andel udpendlere","2026",
"Læsø Kommune","825","Befolkningsandel i bymæssig bebyggelse","2026",
"Læsø Kommune","825","Befolkningstæthed (indb/km2)","2026",
"Læsø Kommune","825","Fuldtidsledige pr. 100 17-64/66-årige","2026",
"Læsø Kommune","825","Indbyggertal 1. januar","2026",
"Læsø Kommune","825","Socioøkonomisk indeks","2026","1.12"
"Læsø Kommune","825","Statsgar. udskrivningsgrundlag pr. indb. (fra 2007)","2026",
"Rebild Kommune","840","Andel 18+-årige","2026",
"Rebild Kommune","840","Andel 18-66-årige","2026",
"Rebild Kommune","840","Andel 25-64-årige","2026",
"Rebild Kommune","840","Andel 25-64-årige med videregående uddannelse","2026",
"Rebild Kommune","840","Andel 25-64-årige uden erhvervsuddannelse","2026",
"Rebild Kommune","840","Andel almennyttige boliger","2026",
"Rebild Kommune","840","Andel ejerboliger","2026",
"Rebild Kommune","840","Andel indpendlere","2026",
"Rebild Kommune","840","Andel udpendlere","2026",
"Rebild Kommune","840","Befolkningsandel i bymæssig bebyggelse","2026",
"Rebild Kommune","840","Befolkningstæthed (indb/km2)","2026",
"Rebild Kommune","840","Fuldtidsledige pr. 100 17-64/66-årige","2026",
"Rebild Kommune","840","Indbyggertal 1. januar","2026",
"Rebild Kommune","840","Socioøkonomisk indeks","2026","0.74"
"Rebild Kommune","840","Statsgar. udskrivningsgrundlag pr. indb. (fra 2007)","2026",
"Mariagerfjord Kommune","846","Andel 18+-årige","2026",
"Mariagerfjord Kommune","846","Andel 18-66-årige","2026",
"Mariagerfjord Kommune","846","Andel 25-64-årige","2026",
"Mariagerfjord Kommune","846","Andel 25-64-årige med videregående uddannelse","2026",
"Mariagerfjord Kommune","846","Andel 25-64-årige uden erhvervsuddannelse","2026",
"Mariagerfjord Kommune","846","Andel almennyttige boliger","2026",
"Mariagerfjord Kommune","846","Andel ejerboliger","2026",
"Mariagerfjord Kommune","846","Andel indpendlere","2026",
"Mariagerfjord Kommune","846","Andel udpendlere","2026",
"Mariagerfjord Kommune","846","Befolkningsandel i bymæssig bebyggelse","2026",
"Mariagerfjord Kommune","846","Befolkningstæthed (indb/km2)","2026",
"Mariagerfjord Kommune","846","Fuldtidsledige pr. 100 17-64/66-årige","2026",
"Mariagerfjord Kommune","846","Indbyggertal 1. januar","2026",
"Mariagerfjord Kommune","846","Socioøkonomisk indeks","2026","1.02"
"Mariagerfjord Kommune","846","Statsgar. udskrivningsgrundlag pr. indb. (fra 2007)","2026",
"Jammerbugt Kommune","849","Andel 18+-årige","2026",
"Jammerbugt Kommune","849","Andel 18-66-årige","2026",
"Jammerbugt Kommune","849","Andel 25-64-årige","2026",
"Jammerbugt Kommune","849","Andel 25-64-årige med videregående uddannelse","2026",
"Jammerbugt Kommune","849","Andel 25-64-årige uden erhvervsuddannelse","2026",
"Jammerbugt Kommune","849","Andel almennyttige boliger","2026",
"Jammerbugt Kommune","849","Andel ejerboliger","2026",
"Jammerbugt Kommune","849","Andel indpendlere","2026",
"Jammerbugt Kommune","849","Andel udpendlere","2026",
"Jammerbugt Kommune","849","Befolkningsandel i bymæssig bebyggelse","2026",
"Jammerbugt Kommune","849","Befolkningstæthed (indb/km2)","2026",
"Jammerbugt Kommune","849","Fuldtidsledige pr. 100 17-64/66-årige","2026",
"Jammerbugt Kommune","849","Indbyggertal 1. januar","2026",
"Jammerbugt Kommune","849","Socioøkonomisk indeks","2026","1"
"Jammerbugt Kommune","849","Statsgar. udskrivningsgrundlag pr. indb. (fra 2007)","2026",
"Aalborg Kommune","851","Andel 18+-årige","2026",
"Aalborg Kommune","851","Andel 18-66-årige","2026",
"Aalborg Kommune","851","Andel 25-64-årige","2026",
"Aalborg Kommune","851","Andel 25-64-årige med videregående uddannelse","2026",
"Aalborg Kommune","851","Andel 25-64-årige uden erhvervsuddannelse","2026",
"Aalborg Kommune","851","Andel almennyttige boliger","2026",
"Aalborg Kommune","851","Andel ejerboliger","2026",
"Aalborg Kommune","851","Andel indpendlere","2026",
"Aalborg Kommune","851","Andel udpendlere","2026",
"Aalborg Kommune","851","Befolkningsandel i bymæssig bebyggelse","2026",
"Aalborg Kommune","851","Befolkningstæthed (indb/km2)","2026",
"Aalborg Kommune","851","Fuldtidsledige pr. 100 17-64/66-årige","2026",
"Aalborg Kommune","851","Indbyggertal 1. januar","2026",
"Aalborg Kommune","851","Socioøkonomisk indeks","2026","0.98"
"Aalborg Kommune","851","Statsgar. udskrivningsgrundlag pr. indb. (fra 2007)","2026",
"Hjørring Kommune","860","Andel 18+-årige","2026",
"Hjørring Kommune","860","Andel 18-66-årige","2026",
"Hjørring Kommune","860","Andel 25-64-årige","2026",
"Hjørring Kommune","860","Andel 25-64-årige med videregående uddannelse","2026",
"Hjørring Kommune","860","Andel 25-64-årige uden erhvervsuddannelse","2026",
"Hjørring Kommune","860","Andel almennyttige boliger","2026",
"Hjørring Kommune","860","Andel ejerboliger","2026",
"Hjørring Kommune","860","Andel indpendlere","2026",
"Hjørring Kommune","860","Andel udpendlere","2026",
"Hjørring Kommune","860","Befolkningsandel i bymæssig bebyggelse","2026",
"Hjørring Kommune","860","Befolkningstæthed (indb/km2)","2026",
"Hjørring Kommune","860","Fuldtidsledige pr. 100 17-64/66-årige","2026",
"Hjørring Kommune","860","Indbyggertal 1. januar","2026",
"Hjørring Kommune","860","Socioøkonomisk indeks","2026","1.04"
"Hjørring Kommune","860","Statsgar. udskrivningsgrundlag pr. indb. (fra 2007)","2026",
